id,KG name,Sparql endpoint,SPARQL endpoint URL,License machine redeable (metadata),Description,Dataset URL,Author (metadata),Sources,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,R1.1 Machine- or human-readable license retrievable via any primary source,R1.2 Publisher information such as authors-contributors-publishers and sources,R1.3-D Data organized in a standardized way,R1.3-M Metadata are described with VoID/DCAT predicates,R score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,FAIR score
talis-openlibrary,Open Library data mirror in the Talis Platform,-,,https://opendefinition.org/licenses/fal,"Modeled using the JSON data dumps from the Open Library (http://openlibrary.org/data/ol_dump_latest.txt.gz).  Provides a SPARQL endpoint and OpenSearch interface (with RSS 1.0 output).

The data model is slightly different than that of the Open Library's native RDF output:  it is designed to link out to more resources in the LOD Cloud.",http://api.talis.com/stores/openlibrary,"Name: absent, email: mohammedziakamran@gmail.com",Web:http://api.talis.com/stores/openlibrary Name:Open Library Email:abc@gmail.com,1,0,1,0.56,1,1,0.76,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.51
dbpedia-el,DBpedia in Greek,-,http://el.dbpedia.org/sparql,http://www.opendefinition.org/licenses/cc-by-sa,"DBpedia is a ""community effort to extract structured information from Wikipedia and to make this information available on the Web. DBpedia allows you to ask sophisticated queries against Wikipedia, and to link other data sets on the Web to Wikipedia data. We hope this will make it easier for the amazing amount of information in Wikipedia to be used in new and interesting ways, and that it might inspire new mechanisms for navigating, linking and improving the encyclopaedia itself."" 

The Greek DBpedia is the first step towards Linked Data Internationalization and the first successful attempt to serve Linked Data with de-referencable IRI?s that could form a guide for LOD publishing in non-Latin languages.",http://wiki.el.dbpedia.org,FALSE,Web:http://wiki.el.dbpedia.org Name:Greek DBpedia Team - http://wiki.el.dbpedia.org/en/people Email:,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.55
opencyc,OpenCyc,-,,http://www.opendefinition.org/licenses/cc-by,"### About

> Now it is even easier to use the rich and diverse collection of real-world concepts in OpenCyc to bring meaning to your semantic web applications! The full OpenCyc content is now available both as downloadable OWL ontologies as well as via semantic web endpoints (i.e., permanent URIs). These URIs return RDF representations of each Cyc concept as well as a human-readable version when accessed via a Web Browser.

Data exposed: OpenCyc Ontology
Size of dump and data set: ~1.6 million triples, ~150MB uncompressed

### Openness

[License](http://www.opencyc.org/license) states:

> These files contain an OWL representation of information contained in the OpenCyc Knowledge Base. The content of these OWL files are licensed under the Creative Commons Attribution 3.0 license whose text can be found at . The content of these OWL files, including the OpenCyc content they represent, constitutes the ""Work"" referred to in the Creative Commons license. The terms of this license equally apply to, without limitation, renamings and other logically equivalent reformulations of the content of these OWL files (or portions thereof) in any natural or formal language, as well as to derivations of this content or inclusion of it in other ontologies.",http://sw.opencyc.org/,FALSE,"Web:http://sw.opencyc.org/ Name:Cycorp, Inc. Email:http://sw.opencyc.org/concept/Mx4rvViYm5wpEbGdrcN5Y29ycA",1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,1,1,1,1,1,1,1,0,1,0.75,3.03
yago,YAGO,-,,http://www.opendefinition.org/licenses/cc-by,"YAGO3 is a huge semantic knowledge base, derived from Wikipedia WordNet and GeoNames. Currently, YAGO3 has knowledge of more than 10 million entities (like persons, organizations, cities, etc.) and contains more than 120 million facts about these entities.",http://yago-knowledge.org,FALSE,Web:http://yago-knowledge.org Name:YAGO Team Email:,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.8
enipedia,Enipedia - Energy Industry Data,-,http://enipedia.tudelft.nl/sparql,http://www.opendefinition.org/licenses/odc-pddl,"Enipedia is an active exploration into the applications of wikis and the semantic web for energy and industry issues. Through this we seek to create a collaborative environment for discussion, while also providing the tools that allow for data from different sources to be connected, queried, and visualized from different perspectives.",http://enipedia.tudelft.nl,FALSE,"Web:http://enipedia.tudelft.nl Name:Enipedia Team @ Energy and Industry Section, TBM, Delft University of Technology Email:c.b.davis@tudelft.nl",1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.55
Suface_Forestière_Mondiale_1990-2016,Suface Forestière Mondiale 1990-2016,Available,https://mmisw.org/sparql,http://www.opendefinition.org/licenses/cc-zero,"Surface boisée de chaque pays (ou groupe de pays, e.g UE ou continents), en pourcentage de leur superficie totale, entre 1990 et 2016. Les régions boisées sont des terres naturelles ou plantées abritant des arbres d’au moins 5 mètres in situ, qu’elles soient productives ou pas, et excluent les zones boisées des systèmes de production agricole (par exemple, dans les plantations fruitières et les systèmes d’agrosylviculture) et les arbres des parcs et jardins urbains.",https://data.world/mhoangvslev/suface-forestire-mondiale-1990-2016,"Name: absent, email: minhhoangdang@hotmail.com",Web:https://data.world/mhoangvslev/suface-forestire-mondiale-1990-2016 Name:Minh-Hoang DANG Email:minhhoangdang@hotmail.com,,,,,,,,,,,,,,,,,,,,,,,
w3c,W3C,-,,FALSE,,absent,FALSE,Web:absent Name: Email:,1,0,1,0.56,1,1,0.76,1,1,0,1,0.75,0,0,0,1,0.25,0,1,0,1,0.5,2.26
meducator,mEducator: Linked Educational Resources,offline,http://meducator.open.ac.uk/resourcesrestapi/rest/meducator/sparql,http://www.opendefinition.org/licenses/cc-by-sa,"The ""mEducator - Linked Educational Resources"" exposes linked data about publicly available educational Web resources. A light-weight RDF schema is exploited together with clustering and enrichment techniques to gradually interlink educational resources with entities in established LOD datasets.",http://linkededucation.org/meducator,FALSE,Web:http://linkededucation.org/meducator Name:mEducator Linked Educational Resources team Email:admin@data.linkededucation.org,1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.82
productontology,Product Types Ontology,-,,http://www.opendefinition.org/licenses/cc-by-sa,"The Product Types Ontology provides GoodRelations-compatible OWL DL class definitions for ca. 300,000 types of product or services that have an entry in the English Wikipedia",http://www.productontology.org,FALSE,Web:http://www.productontology.org Name:Martin Hepp Email:mhepp@computer.org,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.8
influence-tracker-dataset,Influence Tracker Dataset,offline,http://www.influencetracker.com:8890/sparql,http://www.opendefinition.org/licenses/cc-by,"Datasets regarding the Influence Tracker (http://www.influencetracker.com) service.
The SPARQL endpoint can be found at http://www.influencetracker.com:8890/sparql .",http://www.influencetracker.com,FALSE,Web:http://www.influencetracker.com Name:Gerasimos Razis Email:makisraz@gmail.com,1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.32
muninn-world-war-i,Muninn World War I,offline,http://rdf.muninn-project.org/sparql,http://www.opendefinition.org/licenses/cc-by,"The Muninn Project is a multi-disciplinary, multi-national, academic research project investigating millions of records pertaining to the First World War in archives around the world.",rdf.muninn-project.org,FALSE,Web:rdf.muninn-project.org Name:Rob Warren Email:warren@muninn-project.org,1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.82
nobelprizes,Nobel Prizes,-,http://data.nobelprize.org/sparql,http://www.opendefinition.org/licenses/cc-zero,"Linked Open Data about every Nobel Prize since 1901, including information about the Nobel Prizes, the Nobel Laureates and related documentation.",http://www.nobelprize.org/nobel_organizations/nobelmedia/nobelprize_org/developer/manual-linkeddata/terms.html,FALSE,Web:http://www.nobelprize.org/nobel_organizations/nobelmedia/nobelprize_org/developer/manual-linkeddata/terms.html Name:Hannes Ebner Email:hannes@metasolutions.se,1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.82
epa-rcra,EPA-RCRA,-,,FALSE,"Hazardous waste information is contained in the Resource Conservation and Recovery Act Information (RCRAInfo), a national program management and inventory system about hazardous waste handlers.",https://opendata.epa.gov,FALSE,Web:https://opendata.epa.gov Name:EPA Office of Environmental Information Email:admin@3roundstones.com,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
epa-frs,EPA-FRS,-,,FALSE,The Facility Registry Service (FRS) provides quality facility data to support EPA's mission of protecting human health and the environment.,https://opendata.epa.gov,FALSE,Web:https://opendata.epa.gov Name:EPA Office of Environmental Information Email:admin@3roundstones.com,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
umbel,UMBEL (Upper Mapping and Binding Exchange Layer),-,,http://www.opendefinition.org/licenses/cc-by,"A lightweight, reference structure of 28,000 subject concepts for the Web. UMBEL is jointly developed and maintained by [Structured Dynamics LLC](http://structureddynamics.com) and [Ontotext AD](http://www.ontotext.com/).

There is a total of 46,173 external data links.",http://umbel.org,FALSE,Web:http://umbel.org Name:Michael K Bergman Email:mike@mkbergman.com,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.53
museums-in-italy,Italian Museums,offline,http://sparql.linkedopendata.it/musei,http://www.opendefinition.org/licenses/cc-by-sa,"List of geo-referenced italian museums. Places are linked to Geonames. Museum categories are linked to dbpedia.
More info at [http://www.linkedopendata.it/datasets/musei](http://www.linkedopendata.it/datasets/musei)",http://www.linkedopendata.it/datasets/musei,FALSE,Web:http://www.linkedopendata.it/datasets/musei Name:linkedopendata.it Email:info@linkedopendata.it,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.55
dbpedia-pt,DBpedia in Portuguese,offline,http://pt.dbpedia.org/sparql,FALSE,"DBpedia Portuguese is being constructed by a working group to internationalize DBpedia to the [Lusosphere](http://en.wikipedia.org/wiki/Lusosphere ""what is lusosphere?"").

We are actively collaborating with the [DBpedia Internationalization Team](http://wiki.dbpedia.org/Internationalization) to include knowledge from the [Portuguese Language Wikipedia](http://pt.wikipedia.org) into DBpedia. As a first step, we have performed a preliminary extraction (available at http://pt.dbpedia.org) and are editing several mappings and labels to the DBpedia Ontology. The activity is organized via the mailing list dbpedia-portuguese@lists.sourceforge.net

http://pt.dbpedia.org",http://pt.dbpedia.org,FALSE,Web:http://pt.dbpedia.org Name:Pablo Mendes Email:pablo.mendes@fu-berlin.de,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
sandrart-net,sandrart.net,-,,http://www.opendefinition.org/licenses/odc-odbl,"This dataset offers objects (persons, places, works of art, bibliographic items as well as their relations) from an online edition of Joachim von Sandrart’s “Teutsche Academie der Bau-, Bild- und Mahlerey-Künste”, a German three-volume book from the late 17th century.

Please note: Data is not yet complete.",http://ta.sandrart.net/edition-information/services/linked-open-data-rdf/,FALSE,Web:http://ta.sandrart.net/edition-information/services/linked-open-data-rdf/ Name:Various Email:,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.3
dnb-gemeinsame-normdatei,Gemeinsame Normdatei (GND),-,,http://www.opendefinition.org/licenses/cc-zero,"GND stands for ""Gemeinsame Normdatei"" (Integrated Authority File) and offers a broad range of elements to describe authorities. The GND originates from the German library community and aims to solve the name ambiguity problem in the library world. Corresponding data is usually expressed in a customized MARC 21 Authority Format (GND MARC Format) which is quite domain specific and is not used beyond the library and publisher world. The GND ontology tries to bridge this gap by providing a format specification for the usage in the semantic web.
The need for name disambiguity and entries having an authoritative character is an issue that concerns a lot more communities than the library world. In a growing information society the unique identification and linking of persons, places and other authorities becomes more and more important. The GND Ontology aims to transfer the made experience from libraries to the web community by providing a vocabulary for the description of differentiated and undifferentiated persons, conferences or events, corporate bodies, places or geographic names, subject headings, and works.
To ensure compatibility aspects the GND ontology aligns a number of already established vocabularies like the FOAF vocabulary.
The GND is a young specification that probably will underlie certain smaller changes. However, the currently defined classes and properties have a status of stability. But we also expect the introduction of additional elements caused by newly upcoming requirements within the community. From January 2014 on, the Linked Data Service of the German National Library (DNB) will issue scheduled releases and will be integrated in the export releases of the other formats. Changes to the conversion and to the data modelling will be made in January, May and September. Changes will be notified in advance via the Linked Data Service mailing list (http://lists.dnb.de/mailman/listinfo/lds) and the Integrated
Authority File GND Ontology mailing list (http://lists.dnb.de/mailman/listinfo/gnd-ontology). Please subscribe if you are interested in receiving information about future developments in DNB Linked Data Services.
In a schedule corresponding to the export releases, updated dumps of the authority and bibliographic data in RDF/XML and Turtle will be available for download in February, June and October.
The authors welcome comments on this document, preferably via the public GND ontology list; public archives are available. 
The Integrated Authority File
The ""Gemeinsame Normdatei"" (GND, Integrated Authority File) brings together the content of the former Corporate Body Authority File GKD (Gemeinsame Körperschaftsdatei), the Name Authority File PND (Personennamendatei), the Subject Headings Authority File SWD (Schlagwortnormdatei) and the Uniform Title File of the Deutsches Musikarchiv EST file (Einheitssachtitel-Datei ) to form an integrated authority file.
The target has therefore been reached of setting up an authority file which covers all types of entities and which serves as a common, authoritative reference system for libraries' bibliographic data and for the cataloging data of other authority file users such as archives, museums, projects, scientific and cultural institutions. All library networks in the German-speaking countries and the German Union Catalogue of Serials (ZDB) are involved in the GND project alongside the German National Library.
The GND should consign to the past problems arising from different formats, parallel storage of data records and different rules for descriptive and subject cataloging.
The objective of the GND is to form a modern, web-compatible authority file which is capable of networking the wide range of resources and information held by libraries and other cultural institutions in the German-speaking countries and making these accessible to users. To approach a web-compatible authority file we also provide the GND as linked data. Therefore we developed an independent GND specific vocabulary (GND Ontology) that almost completely covers the offered GND concepts provided in MARC 21.",https://www.dnb.de/lds,"Name: absent, email: tracy.hoffmann@gmail.com",Web:https://www.dnb.de/lds Name:Deutsche Nationalbibliothek and German Library Networks Email:metadatendienste@dnb.de,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.3
NITP,NIT Patna,-,,http://www.opendefinition.org/licenses/cc-by-sa,"This dataset contains information about National Institute of Technology, Patna",http://www.nitp.ac.in/php/home.php,"Name: absent, email: riteshsingh861@gmail.com",Web:http://www.nitp.ac.in/php/home.php Name:Rupali Email:rupalitiwary0311@gmail.com,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.8
lak-dataset,Learning Analytics and Knowledge (LAK) Dataset,offline,http://data.linkededucation.org/request/lak-conference/sparql,FALSE,"The LAK dataset provides access to structured fulltext and metadata from key research publications in the field of learning analytics and educational data mining (see http://lak.linkededucation.org for details). It is regularly updated with data, for instance, from the LAK or EDM Conference series.",http://www.solaresearch.org/resources/lak-dataset/,FALSE,Web:http://www.solaresearch.org/resources/lak-dataset/ Name:LAK Data Team Email:admin@data.linkededucation.org,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
thecontentwrangler-com,The Content Wrangler,-,,http://www.opendefinition.org/licenses/cc-by,"The Content Wrangler dataset, built with WordLift from the website https://thecontentwrangler.com/",https://thecontentwrangler.com/,FALSE,Web:https://thecontentwrangler.com/ Name:WordLift Team Email:andrea@wordlift.io,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.53
schemapedia,Schemapedia: RDF schema compendium,offline,http://api.talis.com/stores/schemapedia/services/sparql,FALSE,"A compendium of RDF schemas and vocabularies, including various metadata and examples.",http://schemapedia.com/,FALSE,Web:http://schemapedia.com/ Name:Ian Davis Email:nospam@iandavis.com,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
linked-open-numbers,Linked Open Numbers,-,,FALSE,"A dataset of the natural numbers. Published on April 1st, 2010.",http://km.aifb.kit.edu/projects/numbers/,FALSE,Web:http://km.aifb.kit.edu/projects/numbers/ Name:Denny Vrande?i? Email:denny.vrandecic@kit.edu,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,1,1,0.75,1,1,0,1,0.75,3.03
secold,Source Code Ecosystem Linked Data,offline,http://aseg.cs.concordia.ca/secold/sparqlendpoint,FALSE,"SECOLD contains structured source code facts from open source projects. It is developed to service source code mining, search and traceability research and tools by providing structural source code search over open source code on the Internet.

It has 1.5 billion facts extracted from more than 1 million source code file. SECOLD is connected to DBpedia, freebase and opencyc.

It extracts fine-grained facts from source code in several levels (e.g. presentation, syntax, and semantic).",http://aseg.cs.concordia.ca/secold,FALSE,Web:http://aseg.cs.concordia.ca/secold Name:Iman Keivanloo Email:keivanloo@ieee.org,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
qboairbase,QBOAirbase,-,,http://www.opendefinition.org/licenses/odc-by,"QBAirbase is a multidimensional provenance-augmented version of the Airbase dataset. AirBase is the European air quality dataset maintained by the EEA (Environmental European Agency). The dataset is publicly available on the Web, and contains air quality monitoring data for 40 European countries. QBOAirbase represents air pollution information as an RDF data cube, which has been linked to the YAGO and DBpedia knowledge bases. QBOAirbase is based on the version 8 of the Airbase dataset.",absent,FALSE,Web:absent Name:Luis Galárraga Email:galarraga@luisgalarraga.de,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.53
intervalue,intervalue,-,http://greek-lod.math.auth.gr/intervalue/sparql,http://www.opendefinition.org/licenses/cc-by-sa,"INTERVALUE data using LOD principle.
INTERVALUE project (http://www.urenio.org/intervalue/) aims to bridge the gap between R&D creators, producers, financiers and marketers by creating a trans-national mechanism that facilitates the valorization of research results. In other words INTERVALUE aims to connect R&D Institutions and their projects with the business sector and the market.",http://www.greek-lod.gr/intervalue/,FALSE,Web:http://www.greek-lod.gr/intervalue/ Name:Kavargiris Kostas and Bratsas Charalampos  Email:cbratsas@math.auth.gr,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.55
jrc-names-mlode,JRC-Names-MLODE,-,http://mlode.nlp2rdf.org/sparql,FALSE,"From their web site: JRC-Names is a highly multilingual named entity resource for person and organisation names (called 'entities'). It consists of large lists of names and their many spelling variants (up to hundreds for a single person), including across scripts (Latin, Greek, Arabic, Cyrillic, Japanese, Chinese, etc.).",https://ec.europa.eu/jrc/en/language-technologies/jrc-names,FALSE,"Web:https://ec.europa.eu/jrc/en/language-technologies/jrc-names Name:Original Data: Ralf Steinberger, RDF-Conversion by M. Sherif Email:Ralf.Steinberger@jrc.ec.europa.eu",1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,0,1,1,1,0.75,1,1,0,1,0.75,3.05
ecco-tcp-linked-data,ECCO-TCP Eighteenth Century Texts Linked Data,-,http://api.kasabi.com/dataset/ecco-tcp-eighteenth-century-collections-online-texts/apis/sparql,http://www.opendefinition.org/licenses/odc-pddl,"Linked Data conversion of the metadata about the texts in the ECCO-TCP Eighteenth Century Collections Online Texts dataset.

The conversion was done from the csv and plain text files linked to from http://ckan.net/package/tcp-ecco-18th-century-texts",http://kasabi.com/dataset/ecco-tcp-eighteenth-century-collections-online-texts,FALSE,Web:http://kasabi.com/dataset/ecco-tcp-eighteenth-century-collections-online-texts Name:Keith Alexander Email:keithalexander@keithalexander.co.uk,1,0,1,0.78,1,1,0.8,0.5,1,0,1,0.62,1,1,0,1,0.75,0,1,0,1,0.5,2.67
eventkg,EventKG,-,,http://www.opendefinition.org/licenses/cc-by-sa,"The EventKG is a novel multilingual resource incorporating event-centric information extracted from several large-scale knowledge graphs such as Wikidata, DBpedia and YAGO, as well as less structured sources such as Wikipedia Current Events and Wikipedia event lists in five languages. The EventKG is an extensible event-centric resource modeled in RDF. It relies on Open Data and best practices to make event data spread across different sources available through a common representation and reusable for a variety of novel algorithms and real-world applications.",http://eventkg.l3s.uni-hannover.de,FALSE,Web:http://eventkg.l3s.uni-hannover.de Name:Simon Gottschalk Email:gottschalk@L3S.de,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.53
