id,KG name,Sparql endpoint,SPARQL endpoint URL,License machine redeable (metadata),Description,Dataset URL,Author (metadata),Sources,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,R1.1 Machine- or human-readable license retrievable via any primary source,R1.2 Publisher information such as authors-contributors-publishers and sources,R1.3-D Data organized in a standardized way,R1.3-M Metadata are described with VoID/DCAT predicates,R score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,FAIR score
rkb-explorer-citeseer,CiteSeer (Research Index) (RKBExplorer),-,http://citeseer.rkbexplorer.com/sparql/,FALSE,,http://citeseer.rkbexplorer.com/,FALSE,Web:http://citeseer.rkbexplorer.com/ Name:Hugh Glaser Email:hg@ecs.soton.ac.uk,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
rkb-explorer-curriculum,ReSIST MSc in Resilient Computing Curriculum (RKBExplorer),-,http://curriculum.rkbexplorer.com/sparql/,FALSE,,http://curriculum.rkbexplorer.com,FALSE,Web:http://curriculum.rkbexplorer.com Name:Hugh Glaser Email:hg@ecs.soton.ac.uk,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
rkb-explorer-dblp,DBLP Computer Science Bibliography (RKBExplorer),-,http://dblp.rkbexplorer.com/sparql/,FALSE,,http://dblp.rkbexplorer.com,FALSE,Web:http://dblp.rkbexplorer.com Name:Hugh Glaser Email:hg@ecs.soton.ac.uk,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
rkb-explorer-eprints,ePrints3 Institutional Archive Collection (RKBExplorer),-,http://eprints.rkbexplorer.com/sparql/,FALSE,Linked Data version of a number of eprints3 archives.,http://eprints.rkbexplorer.com/,FALSE,Web:http://eprints.rkbexplorer.com/ Name:Hugh Glaser Email:hg@ecs.soton.ac.uk,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
rkb-explorer-irit,Université Paul Sabatier - Toulouse 3 (RKB Explorer),-,http://irit.rkbexplorer.com/sparql/,FALSE,,http://irit.rkbexplorer.com,FALSE,Web:http://irit.rkbexplorer.com Name:Hugh Glaser Email:hg@ecs.soton.ac.uk,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
rkb-explorer-newcastle,University of Newcastle upon Tyne (RKBExplorer),-,http://newcastle.rkbexplorer.com/sparql/,http://www.opendefinition.org/licenses/cc-by,,http://newcastle.rkbexplorer.com,FALSE,Web:http://newcastle.rkbexplorer.com Name:Hugh Glaser Email:hg@ecs.soton.ac.uk,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.55
rkb-explorer-rae2001,Research Assessment Exercise 2001 (RKBExplorer),-,http://rae2001.rkbexplorer.com/sparql/,FALSE,,http://rae2001.rkbexplorer.com,FALSE,Web:http://rae2001.rkbexplorer.com Name:Hugh Glaser Email:hg@ecs.soton.ac.uk,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
rkb-explorer-southampton,"School of Electronics and Computer Science, University of Southampton (RKBExplorer)",-,http://southampton.rkbexplorer.com/sparql/,FALSE,,http://southampton.rkbexplorer.com,FALSE,Web:http://southampton.rkbexplorer.com Name:Hugh Glaser Email:hg@ecs.soton.ac.uk,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
rkb-explorer-wiki,ReSIST Project Wiki (RKBExplorer),-,http://wiki.rkbexplorer.com/sparql/,FALSE,,http://wiki.rkbexplorer.com,FALSE,Web:http://wiki.rkbexplorer.com Name:Hugh Glaser Email:hg@ecs.soton.ac.uk,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
sweto-dblp,SwetoDblp,-,,http://www.opendefinition.org/licenses/cc-by-sa,"Data exposed: ontology focused on bibliography data of publications from DBLP with additions that include affiliations, universities, and publishers

Size of dump and data set: 11M triples (1.1GB)


No dereferenceable URIs found.",http://knoesis.wright.edu/library/ontologies/swetodblp/,FALSE,Web:http://knoesis.wright.edu/library/ontologies/swetodblp/ Name:Boanerges Aleman-Meza Email:bam75@yahoo.com,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,1,1,1,1,1,1,1,0,1,0.75,3.03
dws-group,DWS-Group,-,,FALSE,Information about people and publications from the Research Group Data and Web Science at University of Mannheim,http://dws.informatik.uni-mannheim.de/,FALSE,Web:http://dws.informatik.uni-mannheim.de/ Name: Email:,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
semantic-web-dog-food,Semantic Web Dog Food Corpus,offline,http://data.semanticweb.org/sparql,FALSE,"### About

Data exposed: Metadata (papers, presentations, people) for several semantic web related conferences and workshops, including the most recent ISWC, ESWC and WWW events.

Notes: The dump locations can be found in the site's semantic sitemap

### Openness

No information found.",http://data.semanticweb.org,FALSE,Web:http://data.semanticweb.org Name:Knud Möller Email:admin@data.semanticweb.org,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
medline,medline,-,,http://www.opendefinition.org/licenses/cc-zero,RDF representation of the Medline catalogue. Information about 19 million articles linked to http://dx.doi.org/ with article identifiers and http://crossref.org/ with journal identifiers.,http://purl.org/okfn/medline,FALSE,Web:http://purl.org/okfn/medline Name:None Email:None,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.53
doi,CrossRef DOI Resolver,-,,FALSE,"Digital Object Idenfiers (DOI) are a persistent identifier strategy used by around 3,000 publishers to identify their documents: mostly scholarly publications. An example of a DOI is

> doi:10.1038/171737a0

which identifies:

> Watson JD, Crick FH (April 1953). ""Molecular structure of nucleic acids; a structure for deoxyribose nucleic acid"" (PDF). Nature 171 (4356): 737?738. 

[CrossRef](http://crossref.org) maintains one of the largest DOI registries, and has minted URLs for every DOI they manage. For example the DOI above can also be expressed as the URL:

> http://dx.doi.org/10.1038/171737a0

When resolved this URL will redirect to the publisher's page for the document that is identified. The dx.doi.org service will content negotiate to make available alternate representations of the citation metadata:

* application/rdf+xml
* text/turtle
* application/atom+xml
* application/unixref+xml (CrossRef's homegrown XML format)

For example:

> curl --location --header ""Accept: application/rdf+xml"" http://dx.doi.org/10.1038/171737a0

Detailed information about journals, pages, authors can be found in the data, as well as links to journals in the [Linked Periodicals](http://periodicals.dataincubator.org/.html) dataset. More about the service can be found on a CrossRef 
[blog post](http://www.crossref.org/CrossTech/2011/04/content_negotiation_for_crossr.html).",http://dx.doi.org,FALSE,Web:http://dx.doi.org Name: Email:,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
mismuseos-gnoss,"Mis Museos, índice semántico de museos, artistas y obras de arte (GNOSS)",-,,http://creativecommons.org/licenses/by-nc/2.0/,"<p>
<a href=""http://mismuseos.net/en/community/museos"">MisMuseos.net</a> is a semantic index of artistic resources (museums, artists and artwork) powered by <a href=""http://gnoss.com/"">GNOSS</a>. MisMuseos.net structures, organizes and offers you, in accordance with the principles promoted by the Linked Data Project, an extensive catalog of works of art that museums publish on the Web. MisMuseos.net connects them with educational recommendations and contexts. <p> The information on public cultural goods comes from data published in the Europeana dataset as RDF (Resource Description Framework), CER.ES Collection (Red Digital de Colecciones de Museos de España) and online public museums collections in Spain not included in CER.ES. MisMuseos.net offers a selection of 8,947 resources (November 2012).</p>
</p>

<p>
Museos, Obras de Arte y Artistas componen la colección de <a href=""http://mismuseos.net/"">MisMuseos.net</a>, el gran índice de recursos artísticos en Internet promovido por 
<a href=""http://gnoss.com/"">GNOSS</a> y destinado al enriquecimiento de la Web Semántica. MisMuseos.net estructura, organiza y pone a tu alcance, de acuerdo con los principios promovidos por el Linked Data Project, un extenso catálogo de las obras de arte que los museos publican en la Red conectándolo con otras bases de conocimiento educativas existentes en la iniciativa Linking Open permitiendo la generación de contextos educativos relacionados con los bienes culturales. </p>
<p> La información sobre bienes culturales públicos procede de los datos publicados en el Europeana dataset como RDF (Resource Description Framework), de la colección CER.ES (Red Digital de Colecciones de Museos de España), y de las colecciones online de los museos públicos de España no incluidos en CER.ES. MisMuseos.net dispone en la actualidad de 8.947 obras de arte (Noviembre 2012)</p>",http://mismuseos.net/,FALSE,Web:http://mismuseos.net/ Name:GNOSS Team Email:gnoss@gnoss.com,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.8
zbw-pressemappe20,20th Century Press Archives,Available,https://zbw.eu/beta/sparql/pm20/query,FALSE,"During the entire 20th century, the press archives now held at the German National Library of Economics (ZBW) - Leibniz Information Centre for Economics  have compiled more than 30 million documents, mostly press clippings about individual persons, companies and other corporate bodies, products and a wide variety of economics-related topics. The first articles go back to the 19th century; the last were selected and indexed in 2005. These holdings provide a unique basis from which to study German and international (economic) history of the 20th century from a German perspective.

The historic press archives of the Hamburgisches Welt-Wirtschafts-Archiv (Institute of International Economics) and the Wirtschaftsarchiv des Instituts für Weltwirtschaft in Kiel (Economic Archives of the Kiel Institute for the World Economy) for the years until the currency reform of 1948 or rather the founding of the Federal Republic in 1949 were digitised during a project funded by the German Research Foundation (DFG). The digitised material, sourced mostly from roll film, is being gradually prepared for publication.

At present, we can provide online access to 250,000 documents relating to persons and companies. 

Licensing information can be found at http://webopac0.hwwa.de/digiview/digi_eigenesache.html (currently only in German - sorry).",http://zbw.eu/beta/p20,FALSE,Web:http://zbw.eu/beta/p20 Name:ZBW German National Library of Economics - Leibniz Centre for Economics Email:http://zbw.eu,1,0.0002,1,0.67,1,1,0.78,1,1,1,1,1,0,1,0,1,0.5,0,1,0,1,0.5,2.78
freeyork-org,Freeyork,-,,http://www.opendefinition.org/licenses/cc-by,"Freeyork dataset, built with WordLift from the website https://freeyork.org/",https://freeyork.org/,FALSE,Web:https://freeyork.org/ Name:WordLift Team Email:andrea@wordlift.io,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.53
fu-berlin-project-gutenberg,Project Gutenberg in RDF (FU Berlin),-,http://www4.wiwiss.fu-berlin.de/gutendata/sparql,FALSE,"Metadata about public domain works available at Project Gutenberg.

Data last updated in 2007.",http://www4.wiwiss.fu-berlin.de/gutendata/,FALSE,Web:http://www4.wiwiss.fu-berlin.de/gutendata/ Name:Christian Bizer Email:chris@bizer.de,1,0,1,0.56,1,1,0.76,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.26
zbw-labs,ZBW Labs,-,,http://www.opendefinition.org/licenses/cc-by,"ZBW Labs projects exposed as Linked Open Data.

ZBW Labs gives you insight into some of the latest software developments of ZBW Leibniz Information Cenre for Economis. Through this platform, ZBW's department for Innovative Information Systems and Publishing Technologies is constantly presenting applications and (web)services in an experimental or 'beta' state.",absent,FALSE,Web:absent Name:ZBW German National Library of Economics - Leibniz Centre for Economics Email:,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.8
libris,LIBRIS,Available,http://libris.kb.se/sparql,http://www.opendefinition.org/licenses/cc-zero,"Swedish Union Catalogue. Swedish National Bibliography and authority data. The National Bibliography and authority data is part of Libris, the Swedish Union Catalogue, and the long term goal is to release the whole database under an open license. The data contains links to Wikipedia, DBPedia, LC Authorities (names and subjects) and VIAF.",http://libris.kb.se,"Name: absent, email: martin@martinmalmsten.net",Web:http://libris.kb.se Name:LIBRIS  Email:libris@kb.se,1,0.2,1,0.89,1,1,0.85,1,1,1,1,1,1,1,0,1,0.75,0,1,0,1,0.5,3.1
viaf,VIAF: The Virtual International Authority File,-,,http://www.opendefinition.org/licenses/odc-by,"VIAF (Virtual International Autority File) is an OCLC dataset and service -- built in cooperation with national libraries and other partners -- that virtually combines multiple LAM (Library Archives Museum) name authority files into a single name authority service. Put simply it is a large database of people and organizations that occur in library catalogs.


VIAF is a joint project of 20  national libraries, implemented and hosted by OCLC. The project's goal is to lower the cost and increase the utility of library authority files by matching and linking the authority files of national libraries, and then making that information available on the Web.

### Openness

The data is released under Open Data Commons Attribution license. Attribution is requested as follows:

> Adherence to ODC Attribution instructions for the correct assertion of attribution is encouraged. The preferred form of attribution for VIAF is:
>
> ""This [title of report or article or dataset] contains information from VIAF (Virtual International Authority File) which is made available under the ODC Attribution License.""
> 
> Special cases: In circumstances where providing the full attribution statement above is not technically feasible, the use of canonical VIAF URIs is adequate to satisfy Section 4.3 of the ODC Attribution License.

#### Older information preserved for archival purposes

OCLC is currently in discussion with partners about how to license material. [Message from Thom Hickey, OCLC Chief Scientist](http://groups.google.com/group/nyt_linked_open_data/browse_thread/thread/46ea00276e3d5a2e#) on public Google Groups mailing list in January 2010 states:

> VIAF is a joint project with the contributing institutions and OCLC doesn?t claim any rights to the data beyond what the group has.  Unfortunately the group as a whole has problems coming up with a statement of exactly what is permitted.  In lieu of that, our position is that the data on the site is freely available for use through the APIs, although if someone wants a copy of the whole thing they would have to apply to the VIAF consortium (they could do that through me or Barbara Tillett at LC).  Along those same lines, if someone is going to have substantial activity against VIAF (multiple queries/second) we?d like to know about it ahead of time. 

> Over the next few months we will be working on a better statement of what?s permitted, but our intention is to make the data as freely available as possible (even to the NYT). 


Further update from Thom Hickey:
(http://outgoing.typepad.com/outgoing/2011/03/use-of-viaf.html)

> I responded to a recent blog post on LibraryThing which mentioned restrictions on the use of VIAF and its relationship to the LC authority file.

> In fact, VIAF is open for use by anyone.  Here's what I said about the use of VIAF:

> VIAF is a project led by LC, the French and German national libraries and OCLC. There are no restrictions on its use. Dumps of the complete file are available, but need the approval of the project leaders.

> VIAF is not designed to replace the LC/NACO authority file, but rather is built from it and a number of similar files.

> I hope that is clear.  We really do want people to use VIAF!

Good news, but no explicit license or complete dumps freely available without asking, so not (yet) OKD compliant",http://viaf.org/viaf/data/,FALSE,"Web:http://viaf.org/viaf/data/ Name:OCLC Online Computer Library Center, Inc. Email:oclc@oclc.org",1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.8
rkb-explorer-budapest,Budapest University of Technology and Economics (RKBExplorer),-,http://budapest.rkbexplorer.com/sparql/,FALSE,Linked Data version of the data supplied from Budapest University of Technology and Economics.,http://budapest.rkbexplorer.com/,FALSE,Web:http://budapest.rkbexplorer.com/ Name:Hugh Glaser Email:hg@ecs.soton.ac.uk,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
rkb-explorer-courseware,Resilient Computing Courseware (RKBExplorer),-,http://courseware.rkbexplorer.com/sparql/,FALSE,,http://courseware.rkbexplorer.com,FALSE,Web:http://courseware.rkbexplorer.com Name:Hugh Glaser Email:hg@ecs.soton.ac.uk,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
rkb-explorer-deepblue,Deep Blue (RKBExplorer),-,http://deepblue.rkbexplorer.com/sparql/,http://www.opendefinition.org/licenses/cc-by,,http://deepblue.rkbexplorer.com,FALSE,Web:http://deepblue.rkbexplorer.com Name:Hugh Glaser Email:hg@ecs.soton.ac.uk,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.55
rkb-explorer-dotac,dotAC (RKBExplorer),-,http://dotac.rkbexplorer.com/sparql/,FALSE,,http://dotac.rkbexplorer.com,FALSE,Web:http://dotac.rkbexplorer.com Name:Hugh Glaser Email:hg@ecs.soton.ac.uk,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
rkb-explorer-epsrc,epsrc,-,http://epsrc.rkbexplorer.com/sparql,FALSE,"This repository contains data from the UK's EPSRC Grants on the Web Data, but only up to 2003. Thus it contains data about many scientific researchers in the UK, and the projects they were funded to undertake.",http://epsrc.rkbexplorer.com,FALSE,Web:http://epsrc.rkbexplorer.com Name:Hugh Glaser Email:hg@ecs.soton.ac.uk,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
rkb-explorer-eurecom,Institut Eurécom (RKBExplorer),-,http://eurecom.rkbexplorer.com/sparql/,FALSE,,http://eurecom.rkbexplorer.com,FALSE,Web:http://eurecom.rkbexplorer.com Name:Hugh Glaser Email:hg@ecs.soton.ac.uk,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
rkb-explorer-ft,France Telecom Recherche et Développement (RKBExplorer),-,http://ft.rkbexplorer.com/sparql/,FALSE,,http://ft.rkbexplorer.com,FALSE,Web:http://ft.rkbexplorer.com Name:Hugh Glaser Email:hg@ecs.soton.ac.uk,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
rkb-explorer-ibm,IBM Research GmbH (RKBExplorer),-,http://ibm.rkbexplorer.com/sparql/,FALSE,,http://ibm.rkbexplorer.com,FALSE,Web:http://ibm.rkbexplorer.com Name:Hugh Glaser Email:hg@ecs.soton.ac.uk,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
rkb-explorer-ieee,IEEE Papers (RKBExplorer),-,http://ieee.rkbexplorer.com/sparql/,FALSE,,http://ieee.rkbexplorer.com,FALSE,Web:http://ieee.rkbexplorer.com Name:Hugh Glaser Email:hg@ecs.soton.ac.uk,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
rkb-explorer-kisti,Korean Institute of Science Technology and Information (RKBExplorer),-,http://kisti.rkbexplorer.com/sparql/,FALSE,,http://kisti.rkbexplorer.com,FALSE,Web:http://kisti.rkbexplorer.com Name:Hugh Glaser Email:hg@ecs.soton.ac.uk,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
rkb-explorer-laas,LAAS-CNRS (RKBExplorer),-,http://laas.rkbexplorer.com/sparql/,FALSE,,http://laas.rkbexplorer.com,FALSE,Web:http://laas.rkbexplorer.com Name:Hugh Glaser Email:hg@ecs.soton.ac.uk,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
rkb-explorer-oai,Open Archive Initiative Harvest over OAI-PMH (RKBExplorer),-,http://oai.rkbexplorer.com/sparql/,FALSE,,http://oai.rkbexplorer.com,FALSE,Web:http://oai.rkbexplorer.com Name:Hugh Glaser Email:hg@ecs.soton.ac.uk,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,1,1,0.75,1,1,0,1,0.75,2.78
rkb-explorer-pisa,Università di Pisa (RKBExplorer),-,http://pisa.rkbexplorer.com/sparql/,FALSE,,http://pisa.rkbexplorer.com,FALSE,Web:http://pisa.rkbexplorer.com Name:Hugh Glaser Email:hg@ecs.soton.ac.uk,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
rkb-explorer-resex,ReSIST Resilience Mechanisms (RKBExplorer.com),-,http://resex.rkbexplorer.com/sparql/,FALSE,,http://resex.rkbexplorer.com,FALSE,Web:http://resex.rkbexplorer.com Name:Hugh Glaser Email:hg@ecs.soton.ac.uk,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
rkb-explorer-risks,RISKS Digest (RKBExplorer),-,http://risks.rkbexplorer.com/sparql/,FALSE,,http://risks.rkbexplorer.com,FALSE,Web:http://risks.rkbexplorer.com Name:Hugh Glaser Email:hg@ecs.soton.ac.uk,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
