id,KG name,Sparql endpoint,SPARQL endpoint URL,License machine redeable (metadata),Description,Dataset URL,Author (metadata),Sources,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,R1.1 Machine- or human-readable license retrievable via any primary source,R1.2 Publisher information such as authors-contributors-publishers and sources,R1.3-D Data organized in a standardized way,R1.3-M Metadata are described with VoID/DCAT predicates,R score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,FAIR score
eventseer,Eventseer,offline,http://eculture2.cs.vu.nl:8890/sparql,http://www.opendefinition.org/licenses/odc-by,This server generates Linked Data versions of the data present on Eventseer.net,http://redux.eventseer.net/,FALSE,Web:http://redux.eventseer.net/ Name: Email:,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,1,1,1,1,1,0,1,0.75,3.05
Smart_POI_dataset,Smart Points Of Interest @PSNC,Available,https://www.foodie-cloud.org/sparql,http://www.opendefinition.org/licenses/odc-odbl,"The Smart Points of Interest dataset (SPOI) is the seamless and open resource of POIs that is available for all users to download, search or reuse in applications and services SPOI’s principal target is to provide information as Linked data together with other dataset containing road network. The added value of the Smart approach in comparison to other similar solutions consists in implementation of linked data, using of standardized and respected datatype properties and development of the completely harmonized dataset with uniform data model and common classification. The SPOI dataset is created as a combination of global data (selected points from OpenStreetMap) and local data provided by the SDI4Apps partners or data available on the web. The dataset can be reached by Sparql endpoint (http://data.plan4all.eu/sparql), for detailed information please follow: http://sdi4apps.eu/spoi.",https://www.foodie-cloud.org/fct/,"Name: absent, email: soumya.put.poznan@gmail.com","Web:https://www.foodie-cloud.org/fct/ Name:Raul Palma, Soumya Brahma Email:rpalma@man.poznan.pl",,,,,,,,,,,,,,,,,,,,,,,
los_metar,Weather Stations,-,,FALSE,"Airports producing METAR weather reports with URI scheme based on (pseudo-)ICAO (and IATA) codes (with raw original codes as skos:notation) interlinked with OurAirports, Geonames and DBPedia airports",http://www.linkedopenservices.org/services/geo/SpatialResources/point/ICAO/,FALSE,Web:http://www.linkedopenservices.org/services/geo/SpatialResources/point/ICAO/ Name:Barry Norton Email:barry.norton@kit.edu,1,0,1,0.56,1,1,0.76,0,1,0,1,0.5,0,1,1,1,0.75,1,1,0,1,0.75,2.76
pleiades,Pleiades,-,,http://www.opendefinition.org/licenses/cc-by,"Pleiades is a gazetteer for ancient world studies operated by NYU's Institute for the Study of the Ancient World and supported by the US National Endowment for the Humanities. It is derived originally from the Barrington Atlas of the Greek and Roman World and continually adds new resources. Features include:

 * 31,000+ ancient places
 * 26,000+ ancient names and name variants with time periods
 * 31,000+ ancient locations
 * Permanent, cool URIs for these resources (http://pleiades.stoa.org/places/912910 for example)
 * Maps and KML, GeoJSON, Turtle and RDF+XML variants of resources (http://pleiades.stoa.org/news/recently-modified.kml for example)
 * Spatial search
 * Daily tabular snapshots of location, name, and place data and metadata at http://atlantides.org/downloads/pleiades/dumps

There is a detailed [README.txt][readme] with the dumps.

[readme]: http://atlantides.org/downloads/pleiades/dumps/README.txt


#### Description of geodata from the [kml file][kml]

> This KML file, for use with Google Earth and other compatible systems, contains basic coordinate and name information for ancient Greek and Roman places judged publication-ready by the Managing Editors of the Ancient World Mapping Center's Pleiades community ( http://pleiades.stoa.org ). In this edition, it comprises point features in Lycia/Pamphylia and Cyrenaica only, footprints corresponding to Barrington Atlas Maps 38 and 65. Future editions will expand the spatial coverage of this dataset, and will add more information to the individual placemark descriptions. 
> 
> This content is original work of the staff of the Ancient World Mapping Center and members of the Pleiades Community. It is built in part on information that was compiled by the American Philological Association's Classical Atlas Project (1988-2000), which was used during development with the permission of the APA.
> 
> Despite our best efforts, Pleiades content may contain errors or omissions.  These should be assumed to be the responsibility of the project director, and not to reflect the quality and completeness of Classical Atlas Project data nor the opinions of the Atlas Project's scholarly compilers and editors. Pleiades will open to public participation in early 2008. At this time, it will be easy for users to highlight and correct errors and omissions, and to update obsolete information.
> 
> Coordinate accuracy and precision are discussed at http://icon.stoa.org/trac/pleiades/wiki/DataPrecisionAndAccuracy . 

### Openness: OPEN

  * License: cc-by (e.g. see bottom of <http://www.unc.edu/awmc/pleiades/bibliography/> or in [kml file][kml])
  * Access: bulk and search
    * geodata: kml (and single web page) <http://www.unc.edu/awmc/pleiades/data/kml/places-all.kml>
    * biblio: html <http://www.unc.edu/awmc/pleiades/bibliography/>
    * thesaurus: html <http://pleiades.stoa.org/names/all> with details on <http://pleiades.stoa.org/thesaurus>

[kml]: http://www.unc.edu/awmc/pleiades/data/kml/places-all.kml",http://pleiades.stoa.org/,FALSE,Web:http://pleiades.stoa.org/ Name:Pleiades Project Email:pleiades.admin@nyu.edu,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.3
riese,RDFizing and Interlinking the EuroStat Data Set Effort,-,,FALSE,"The statistical data published on riese was originally published by Eurostat. 

### Openness: Open (?)

[About page](http://riese.joanneum.at/about.html) has cc-by on page but not clear whether this applies to data. Page also states:

> The statistical data published on riese was originally published by Eurostat. Provided that the source is acknowledged, Eurostat data may be reproduced under the conditions specified in the general copyright notice.",http://riese.joanneum.at/data/,FALSE,Web:http://riese.joanneum.at/data/ Name: Email:,1,0,1,0.56,1,1,0.76,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.26
oceandrilling-forams,Ocean Drilling - Forams,offline,http://data.oceandrilling.org/sparql,FALSE,Foram data from the planktonic foram working group.  Hosted at chronos.org.,http://data.oceandrilling.org/linkeddata.html,FALSE,Web:http://data.oceandrilling.org/linkeddata.html Name:CHRONOS Email:dfils@oceanleadership.org,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.55
world-wide-web-foundation,World Wide Web Foundation,-,,FALSE,WebIndex and OpenData Barometer from the World Wide Web Foundation,http://data.webfoundation.org,FALSE,Web:http://data.webfoundation.org Name: Email:,1,0,1,0.56,1,1,0.76,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.26
fao-geopolitical-ontology,FAO geopolitical ontology,-,,http://www.opendefinition.org/licenses/cc-by-sa,"The FAO geopolitical ontology provides a master reference for geopolitical information, as it manages names in multiple languages (English, French, Spanish, Arabic, Chinese, Russian and Italian); maps standard coding systems (UN, ISO, FAOSTAT, AGROVOC, DBPedia, etc); provides relations among territories (land borders, group membership, etc); and tracks historical changes.

The ontology contains <br>
*number of triples : 22495 triples  <br>
*links to other data sets: 195 links to DBPEDIA <br>


The Food and Agriculture Organization of the United Nations (FAO) leads international efforts to defeat hunger and serves as a knowledge network.",http://www.fao.org/countryprofiles/geoinfo.asp?lang=en,FALSE,Web:http://www.fao.org/countryprofiles/geoinfo.asp?lang=en Name:FAO Country profiles Email:FAO-country-profiles@fao.org,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.3
taiwan-geographic-names,Taiwan geographic names,offline,http://pomelo.iis.sinica.edu.tw:2020/sparql,http://www.opendefinition.org/licenses/odc-odbl,This is a Taiwan geographic name(台灣地名) linked open data service. This service aims to provide a unique ID for linking Taiwan place names.,absent,FALSE,Web:absent Name:Dongpo Deng Email:dongpo.deng@gmail.com,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,1,1,1,1,1,0,1,0.75,3.05
GTS-ont,Geological Timescale Ontology,-,,http://www.opendefinition.org/licenses/cc-zero,OWL ontology for the RDF representation of the Geologic Timescale.,https://github.com/CGI-IUGS/timescale-ont,"Name: absent, email: dr.shorthair@gmail.com",Web:https://github.com/CGI-IUGS/timescale-ont Name:Simon Cox Email:simon.cox@csiro.au,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.8
linked-uspto-patent-data,USPTO Patent data,-,,http://www.opendefinition.org/licenses/cc-by,"Linked Data version of the US Patent and Trademark Office (USPTO) data.
Number of triples: 212,234,735. Number of resources: 3,215,768
Links to other datasets: DBpedia, EUPatents, WorldBank and LinkedGeoData",http://aksw.org/Projects/USPatents.html,FALSE,Web:http://aksw.org/Projects/USPatents.html Name:Mofeed Hassan Email:mounir@informatik.uni-leipzig.de,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.53
statusnet-ldn-fai-net,statusnet-ldn-fai-net,-,,FALSE,StatusNet instance hosted at http://ldn-fai.net,absent,FALSE,Web:absent Name:None Email:None,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
geolinkeddata,GeoLinkedData,-,http://geo.linkeddata.es/sparql,http://www.opendefinition.org/licenses/cc-by,GeoLinkedData (.es) is an open initiative whose aim is to enrich the Web of Data with Spanish geospatial data. This initiative started off by publishing diverse information sources belonging to the National Geographic Institute of Spain. Such sources are made available as RDF (Resource Description Framework) knowledge bases according to the Linked Data principles. These data are interlinked with other knowledge bases belonging to the Linking Open Data Initiative.,http://geo.linkeddata.es/,"Name: absent, email: saad18409@iiitd.ac.in","Web:http://geo.linkeddata.es/ Name:Ontology Engineering Group, Facultad de Informática, Universidad Politécnica de Madrid. Email:admin_linkeddata@delicias.dia.fi.upm.es",1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.55
grrp,Accommodations in Piedmont (LinkedOpenData.it),offline,http://sparql.linkedopendata.it/grrp,http://www.opendefinition.org/licenses/cc-by-sa,"List of accommodations in Piedmont, Italy. The dataset uses GoodRelations and vcard and includes addresses, contact information (where available) and geo-reference. Note: geo-reference is provided in a best effort way, might contain errors.",http://www.linkedopendata.it/datasets/grrp,FALSE,Web:http://www.linkedopendata.it/datasets/grrp Name:Linkedopendata.it Email:info@linkedopendata.it,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,1,1,1,1,1,0,1,0.75,3.05
geological-survey-of-austria-thesaurus,Geological Survey of Austria (GBA) - Thesaurus,Available,http://resource.geolba.ac.at/PoolParty/sparql/GeologicUnit,http://www.opendefinition.org/licenses/cc-by-sa,"The Thesaurus of the Geological Survey of Austria is a bilingual (de/en) controlled vocabulary for the semantic harmonisation of geoscientific map-based geodata. Currently there are four thematic subjects available : 

* lithology
* geologic timescale
* geologic units
* tectonic units & classification",http://resource.geolba.ac.at/,FALSE,Web:http://resource.geolba.ac.at/ Name:Thesaurus Editorial Team Email:thesaurus@geologie.ac.at,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
statusnet-hii-co-il,statusnet-hii-co-il,-,,FALSE,StatusNet instance hosted at http://hii.co.il,absent,FALSE,Web:absent Name:None Email:None,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
osm-semantic-network,OSM Semantic Network,-,http://spatial.ucd.ie/lod/sparql,http://www.opendefinition.org/licenses/odc-odbl,"The **OSM Semantic Network** is a Semantic Web resource extracted from the [OpenStreetMap Wiki website](http://wiki.openstreetmap.org), encoded as a SKOS vocabulary. It contains a machine-readable representation of the tags (i.e. terms) used to describe [map features](http://wiki.openstreetmap.org/wiki/Map_Features) in OSM, and several semantic relations between them. The OSM terms are linked to [LinkedGeoData](http://datahub.io/dataset/linkedgeodata) and WordNet.

Author & Maintaner: [Andrea Ballatore](https://sites.google.com/site/andreaballatore)",http://wiki.openstreetmap.org/wiki/OSM_Semantic_Network,"Name: absent, email: ilaygranot@gmail.com",Web:http://wiki.openstreetmap.org/wiki/OSM_Semantic_Network Name:Andrea Ballatore Email:andrea.ballatore@ucd.ie,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,1,1,1,1,1,0,1,0.75,3.05
linked-logainm,Linked Logainm,Available,http://data.logainm.ie/sparql,http://www.opendefinition.org/licenses/odc-odbl,"Linked Logainm is a collaborative project undertaken by the Digital Repository of Ireland (DRI), the Digital Enterprise Research Institute (DERI), Fiontar at Dublin City University, the National Library of Ireland and the Place names Branch of the Department of Arts, Heritage and the Gaeltacht. The Linked Logainm project has created a new open dataset, which allows Irish place names to be linked across the world by cutting edge technologies developed in Ireland. The new Linked Data version of the authoritative bilingual database of Irish place names logainm.ie, is an open resource to be widely used by web developers, computer scientists, researchers, the heritage community and librarians and archivists.",absent,FALSE,"Web:absent Name:Digital Repository of Ireland (DRI), the Digital Enterprise Research Institute (DERI), Fiontar at Dublin City University, the National Library of Ireland and the Place names Branch of the Department of Arts, Heritage and the Gaeltacht. Email:c.debruyne@ria.ie",1,0.5044,1,0.89,1,1,0.9,1,1,1,1,1,1,1,0,1,0.75,0,1,0,1,0.5,3.15
yahoo_geoplanet,Yahoo Geoplanet RDF,-,http://api.kasabi.com/dataset/yahoo-geoplanet/apis/sparql,http://www.opendefinition.org/licenses/cc-by,"This is a Linked Data version of the publically available data dumps from the Yahoo! GeoPlanet database. GeoPlanet helps bridge the gap between the real and virtual worlds by providing an open, permanent, and intelligent infrastructure for geo-referencing data on the Internet. By exposing it as Linked Data we enable additional cross-linking between more data sources.

*Note* this RDF version of the dataset is no longer updated, it was taken off-line during the shutdown of Kasabi. A dump of the dataset has been [uploaded to the Internet Archive](http://archive.org/details/kasabi)",http://kasabi.com/dataset/yahoo-geoplanet,FALSE,Web:http://kasabi.com/dataset/yahoo-geoplanet Name: Email:,1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.32
ordnance-survey-linked-data,Ordnance Survey Linked Data,offline,http://api.talis.com/stores/ordnance-survey/services/sparql,http://www.opendefinition.org/licenses/cc-by,"See also package:ordnance_survey.

### Published data

* Geographical data about England, Wales, and Scotland
* Provides identifiers for counties, cities, wards, census areas
* Provides identifiers for postcodes
* Relationships between geographical areas (containment, borders)

### Licence

OS Open Data Licence

> The following attribution statement applies to this licence:
> Contains Ordnance Survey data © Crown copyright and database right 2010
> These terms have been aligned to be interoperable with any Creative Commons Attribution 3.0
Licence.",http://data.ordnancesurvey.co.uk/,FALSE,Web:http://data.ordnancesurvey.co.uk/ Name:Ordnance Survey Email:,1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.32
telegraphis,Telegraphis Linked Data,-,http://telegraphis.net/data/countries/sparql,FALSE,"Data exposed: Countries, continents, capitals, currencies collected from GeoNames and Wikipedia data.

Size of dump and data set: <10k triples a piece

Notes: Also has several SPARQL endpoints.

### Openness

Sounds like the project is currently trying to resolve licensing issues:

> We are looking into publishing data about country subdivisions, airports, and airlines, but it is dependent on resolving licensing issues (country subdivisions need to be scraped from Wikipedia, as ISO source data poses licensing issues; airports and airlines are licensed under AGPL, rather than a sensible data license).",http://telegraphis.net/data/,FALSE,Web:http://telegraphis.net/data/ Name:Ian Jacobi <http://www.pipian.com/people/pipian/card#me> Email:,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,0,1,1,1,0.75,1,1,0,1,0.75,3.05
GTS,Geological Timescale,Available,http://vocabs.ardc.edu.au/repository/api/sparql/csiro_international-chronostratigraphic-chart_geologic-time-scale-2020,http://www.opendefinition.org/licenses/cc-zero,"RDF representation of the Geological Timescale, as described in the International Chronostratigraphic Chart from the International Commission on Stratigraphy.",https://github.com/CGI-IUGS/timescale-data,"Name: absent, email: dr.shorthair@gmail.com",Web:https://github.com/CGI-IUGS/timescale-data Name:Simon Cox Email:simon.cox@csiro.au,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.75,0,1,0,1,0.5,3.25
Earthquake,Emergency situation,-,https://www.orpha.net/sparql,http://www.opendefinition.org/licenses/odc-by,Related to emergency response,https://raw.githubusercontent.com/sonia04021991/Ontology,"Name: absent, email: soniamehla_6160014@nitkkr.ac.in",Web:https://raw.githubusercontent.com/sonia04021991/Ontology Name:sonia Email:soniamehla_6160014@nitkkr.ac.in,1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.82
grrt,Accommodations in Tuscany (LinkedOpenData.it),offline,http://sparql.linkedopendata.it/grrt,http://www.opendefinition.org/licenses/cc-by-sa,"List of accommodations in Tuscany, Italy.
The dataset uses GoodRelations and vcard and includes addresses, contact information (where available) and geo-reference. Note: geo-reference is provided in a best effort way, might contain errors.",http://www.linkedopendata.it/datasets/grrt,FALSE,Web:http://www.linkedopendata.it/datasets/grrt Name:Linkedopendata.it Email:info@linkedopendata.it,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,1,1,1,1,1,0,1,0.75,3.05
statusnet-coreyavis-com,statusnet-coreyavis-com,-,,FALSE,StatusNet instance hosted at http://coreyavis.com,absent,FALSE,Web:absent Name:None Email:None,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
greek-administrative-geography,greek-administrative-geography,-,,FALSE,,absent,FALSE,Web:absent Name:None Email:None,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
geowordnet,GeoWordNet,-,,http://www.opendefinition.org/licenses/cc-by,"GeoWordNet is a semantic resource built from the full integration of WordNet, GeoNames and the Italian part of MultiWordNet.

GeoWordNet Public Dataset contains 3,698,238 entities, 3,698,237 part-of relations between entities, 334 concepts, 182 relations between concepts, 3,698,238 relations between instances and concepts, and 13,562 (English and Italian) alternative entity names.

CC-BY licence, please refer to 
Giunchiglia, Fausto and Maltese, Vincenzo and Farazi, Feroz and Dutta, Biswanath. GeoWordNet: A Resource for Geo-spatial Applications. Technical Report DIT-09-071, Department of Information Engineering and Computer Science, University of Trento. In Proc. of 7th Extended Semantic Web Conference, ESWC 2010, Heraklion, Crete, Greece, pp. 121-136.",http://geowordnet.semanticmatching.org/,FALSE,Web:http://geowordnet.semanticmatching.org/ Name:Fausto Giunchiglia Email:http://disi.unitn.it/~fausto/,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.8
