id,KG name,Sparql endpoint,SPARQL endpoint URL,License machine redeable (metadata),Description,Dataset URL,Author (metadata),Sources,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,R1.1 Machine- or human-readable license retrievable via any primary source,R1.2 Publisher information such as authors-contributors-publishers and sources,R1.3-D Data organized in a standardized way,R1.3-M Metadata are described with VoID/DCAT predicates,R score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,FAIR score
bioportal-cogpo,Cognitive Paradigm Ontology,-,,FALSE,"This ontology is used to describe the experimental conditions within cognitive/behavioral experiments, primarily in humans.",http://bioportal.bioontology.org/ontologies/1560,FALSE,Web:http://bioportal.bioontology.org/ontologies/1560 Name:Jessica Turner Email:None,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
bioportal-ddi,Ontology for Drug Discovery Investigations,-,,FALSE,"The goal of DDI project is to develop an ontology for the description of drug discovery investigations. DDI aims to follow to the OBO (Open Biomedical Ontologies) Foundry principles, uses relations laid down in the OBO Relation Ontology, and be compliant with Ontology for biomedical investigations (OBI).",http://bioportal.bioontology.org/ontologies/1540,FALSE,Web:http://bioportal.bioontology.org/ontologies/1540 Name:Larisa Soldatova; Da Qi (ddq@aber.ac.uk) Email:None,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
bioportal-ecg,Electrocardiography Ontology,-,,FALSE,"The Electrocardiography (ECG) Ontology is a Driving Biological Project of the NCBO. The ECG Ontology will contain terms for describing electrocardiograms, their capture method(s) and their waveforms.",http://bioportal.bioontology.org/ontologies/1146,FALSE,"Web:http://bioportal.bioontology.org/ontologies/1146 Name:Raimond L. Winslow, PhD & Stephen Granite Email:None",1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
bioportal-ero,eagle-i research resource ontology,-,,FALSE,"This ontology models research resources such instruments. protocols, reagents, animal models and biospecimens. It has been developed in the context of the eagle-i project (http://eagle-i.net/).",http://bioportal.bioontology.org/ontologies/3016,FALSE,Web:http://bioportal.bioontology.org/ontologies/3016 Name:Carlo Torniai Email:None,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
bioportal-flu,Influenza Ontology,-,,FALSE,"Starting in the fall of 2007, a collaborative group of influenza researchers have established an influenza ontology. The influenza ontology is an application ontology. 
Consolidated influenza sequence and surveillance terms from resources such as the BioHealthBase (BHB), a Bioinformatics Resource Center (BRC) for Biodefense and Emerging and Re-emerging Infectious Diseases, the Centers for Excellence in Influenza Research and Surveillance (CEIRS)",http://bioportal.bioontology.org/ontologies/1417,FALSE,Web:http://bioportal.bioontology.org/ontologies/1417 Name:Burke Squires Email:None,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
bioportal-hpio,Host Pathogen Interactions Ontology,-,,FALSE,Ontology for host pathogen interactions in farmed animals,http://bioportal.bioontology.org/ontologies/1569,FALSE,Web:http://bioportal.bioontology.org/ontologies/1569 Name:Wageningen UR Livestock Research Email:None,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
bioportal-iao,Information Artifact Ontology,-,,FALSE,"The Information Artifact Ontology (IAO) is a new ontology of information entities, originally driven by work by the OBI digital entity and realizable information entity branch.<p>
<p><b>To import</b><p>
Latest released version: <a href=""http://purl.obolibrary.org/obo/iao.owl"">http://purl.obolibrary.org/obo/iao.owl</a><p>
<b>Other versions</b><p>
Developer (live) version: <a href=""http://purl.obolibrary.org/obo/iao/dev/iao.owl"">http://purl.obolibrary.org/obo/iao/dev/iao.owl</a><p>
Ontology metadata properties and classes only: <a href=""http://purl.obolibrary.org/obo/iao/dev/ontology-metadata.owl"">http://purl.obolibrary.org/obo/iao/dev/iao.owl</a><p>
<b>Dated versions</b>
<ul>
<li><a href=""http://purl.obolibrary.org/obo/iao/2009-11-06/iao.owl"">http://purl.obolibrary.org/obo/iao/2009-11-06/iao.owl</a>
<li><a href=""http://purl.obolibrary.org/obo/iao/2010-09-14/iao.owl"">http://purl.obolibrary.org/obo/iao/2010-09-14/iao.owl</a>
<li><a href=""http://purl.obolibrary.org/obo/iao/2010-10-26/iao.owl"">http://purl.obolibrary.org/obo/iao/2010-10-26/iao.owl</a>
<li><a href=""http://purl.obolibrary.org/obo/iao/2011-05-09/iao.owl"">http://purl.obolibrary.org/obo/iao/2011-05-09/iao.owl</a>
</ul><p>
<p>Please note: The ontology metrics displayed by BioPortal are incorrect as of 7/23/2011. If you need accurate number you will need to compute them on your own, until further notice. In particular these metrics do not distinguish IAO-developed terms versus terms imported from other ontologies, and do not count existing author or definition annotations
<p><b>Tracker</b>: <a href=""http://purl.obolibrary.org/obo/iao/tracker"">http://purl.obolibrary.org/obo/iao/tracker</a><br>
<b>Discussion group</b>: <a href=""http://groups.google.com/group/information-ontology"">http://groups.google.com/group/information-ontology</a>",http://bioportal.bioontology.org/ontologies/1393,FALSE,Web:http://bioportal.bioontology.org/ontologies/1393 Name:Alan Ruttenberg Email:None,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
bioportal-ido,Infectious Disease Ontology,-,,FALSE,"The IDO ontologies are designed as a set of interoperable ontologies that will together provide coverage of the infectious disease domain. At the core of the set is a general Infectious Disease Ontology (IDO-Core) of entities relevant to both biomedical and clinical aspects of most infectious diseases. Sub-domain specific extensions of IDO-Core complete the set providing ontology coverage of entities relevant to specific pathogens or diseases. 
<br><br>
To import,<br>
Latest version: <a href=""http://purl.obolibrary.org/obo/ido.owl"">http://purl.obolibrary.org/obo/ido.owl</a><br>
This version (2010-12-02): <a href=""http://purl.obolibrary.org/obo/ido/2010-12-02/ido.owl"">http://purl.obolibrary.org/obo/ido/2010-12-02/ido.owl</a><br>
Previous  versions:<br>
2010-05-26 <a href=""http://purl.obolibrary.org/obo/ido/2010-05-26/ido.owl"">http://purl.obolibrary.org/obo/ido/2010-05-26/ido.owl</a><br>
2009-08-14 <a href=""http://purl.obolibrary.org/obo/ido/2009-08-14/ido.owl"">http://purl.obolibrary.org/obo/ido/2009-08-14/ido.owl</a><br>
<br>
<br>
Latest release notes at <a href=""http://infectiousdiseaseontology.org/page/Download"">http://infectiousdiseaseontology.org/page/Download</a><br>
Please note: The ontology metrics displayed by BioPortal are incorrect as of 8/11/2011. If you need accurate number you will need to compute them on your own, until further notice. In particular these metrics do not distinguish OBI-developed terms versus terms imported from other ontologies, and do not count existing author or definition annotations",http://bioportal.bioontology.org/ontologies/1092,FALSE,Web:http://bioportal.bioontology.org/ontologies/1092 Name:Lindsay Cowell Email:None,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
bioportal-idobru,Brucellosis Ontology,-,,FALSE,"Brucellosis Ontology is a biomedical ontology in the domain of zoonotic disease brucellosis that is caused by Brucella, a facultative intracellular baterium.",http://bioportal.bioontology.org/ontologies/1537,FALSE,"Web:http://bioportal.bioontology.org/ontologies/1537 Name:Yongqunh ""Oliver"" He Email:None",1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
bioportal-idomal,Malaria Ontology,-,,FALSE,"An application ontology for malaria extending the infectious disease ontology (IDO).
Version 1.22 reshapes the ""parasite organism"" section.",http://bioportal.bioontology.org/ontologies/1311,FALSE,Web:http://bioportal.bioontology.org/ontologies/1311 Name:Pantelis Topalis Email:None,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
bioportal-ino,Interaction Network Ontology,-,,FALSE,"The Interaction Network Ontology (INO) is an ontology in the domain of interaction network. INO aims to standardize interaction network annotation, integrate various interaction network data, and support computer-assisted reasoning. It is aimed to represent general interactions (e.g., molecular interactions) and interaction networks (e.g., Bayesian network). INO was initiated by supporting literature mining related to interactions and interaction networks.  INO has been initiated and led by by Dr. Yongqun ""Oliver"" He at the University of Michigan Medical School. INO aligns with BFO. INO is a community-based ontology, and its development follows the OBO Foundry principles.",http://bioportal.bioontology.org/ontologies/1515,FALSE,"Web:http://bioportal.bioontology.org/ontologies/1515 Name:Yongqun ""Oliver"" He Email:None",1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
bioportal-lnc,Logical Observation Identifier Names and Codes,-,,FALSE,"Logical Observation Identifier Names and Codes (LOINC);Version 2.26;January 2, 2009",http://bioportal.bioontology.org/ontologies/1350,FALSE,"Web:http://bioportal.bioontology.org/ontologies/1350 Name:Ms. Kathy Mercer, LOINC Developer Email:None",1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
bioportal-mf,Mental Functioning Ontology,-,,FALSE,"The Mental Functioning Ontology is an ontology for mental functioning, including mental processes such as cognition and traits such as intelligence, and related diseases and disorders. It is developed in the context of the Ontology for General Medical Science and the Basic Formal Ontology. The project is being developed in collaboration between the University of Geneva, Switzerland, and the University at Buffalo, USA.
The project is being developed with full involvement of all relevant communities, following best practices laid out by the OBO Foundry. Efforts are currently underway to align with related projects including the Behaviour Ontology, the Cognitive Atlas, the Cognitive Paradigm Ontology and the Neural Electro Magnetic Ontologies.",http://bioportal.bioontology.org/ontologies/3002,FALSE,Web:http://bioportal.bioontology.org/ontologies/3002 Name:Janna Hastings Email:None,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
bioportal-mfoem,Emotion Ontology,-,,FALSE,"An ontology of affective phenomena such as emotions, moods, appraisals and subjective feelings, designed to support interdisciplinary research by providing unified annotations.  The ontology is a domain specialisation of the broader Mental Functioning Ontology.",http://bioportal.bioontology.org/ontologies/1666,FALSE,Web:http://bioportal.bioontology.org/ontologies/1666 Name:Janna Hastings Email:None,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
bioportal-miro,Mosquito insecticide resistance,-,,FALSE,Application ontology for entities related to insecticide resistance in mosquitos,http://bioportal.bioontology.org/ontologies/1077,FALSE,Web:http://bioportal.bioontology.org/ontologies/1077 Name:C. Louis Email:None,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
bioportal-ncit,NCI Thesaurus,-,,FALSE,"A vocabulary for clinical care, translational and basic research, and public information and administrative activities.",http://bioportal.bioontology.org/ontologies/1032,FALSE,Web:http://bioportal.bioontology.org/ontologies/1032 Name:NCICB Support Email:None,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
bioportal-nemo_x1,Neural ElectroMagnetic Ontologies,-,,FALSE,"Neural ElectroMagnetic Ontologies (NEMO) describe classes of event-related brain potentials (ERP) and their properties, including spatial, temporal, and functional (cognitive/behavioral) attributes, and data-level attributes (acquisition and analysis parameters). Working (unstable), Release (stable), and Old (archival) versions of NEMO can be found on sourceforge: http://nemoontologies.svn.sourceforge.net/viewvc/nemoontologies/ontologies/.",http://bioportal.bioontology.org/ontologies/1321,FALSE,Web:http://bioportal.bioontology.org/ontologies/1321 Name:Gwen Frishkoff Email:None,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
bioportal-nif,NIFSTD,-,,FALSE,"NIF Standard ontology (NIFSTD) is a core component of Neuroscience Information Framework (NIF) project (http://neuinfo.org), a semantically enhanced portal for accessing and integrating neuroscience data, tools and information. NIFSTD includes a set of modular ontologies that provide a comprehensive collection of terminologies to describe neuroscience data and resources.",http://bioportal.bioontology.org/ontologies/1084,FALSE,Web:http://bioportal.bioontology.org/ontologies/1084 Name:Fahim Imam Email:None,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
bioportal-nif_cell,NIF Cell,-,,FALSE,Cell types from NIFSTD,http://bioportal.bioontology.org/ontologies/1402,FALSE,Web:http://bioportal.bioontology.org/ontologies/1402 Name:Fahim Imam Email:None,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
bioportal-nif_dysfunction,NIF Dysfunction,-,,FALSE,"This ontology contains the former BIRNLex-Disease, version 1.3.2. -- The BIRN Project lexicon will provide entities for data and database annotation for the BIRN project, covering anatomy, disease, data collection, project management and experimental design.  It is built using the organizational framework provided by the foundational Basic Formal Ontology (BFO).  It uses an abstract biomedical layer on top of that - OBO-UBO which has been constructed  as a proposal to the OBO Foundry.  This is meant to support creating a sharable view of core biomedical objects such as biomaterial_entity, and organismal_entity that all biomedical ontologies are likely to need and want to use with the same intended meaning.  The BIRNLex biomaterial entities have already been factored to separately maintained ontology - BIRNLexBiomaterialEntity.owl which this BIRNLex-Main.owl file imports.  The Ontology of Biomedical Investigation (OBI) is also imported and forms the foundation for the formal description of all experiment-related artifacts.  The BIRNLex will serve as the basis for construction of a formal ontology for the multiscale investigation of neurological disease.",http://bioportal.bioontology.org/ontologies/1381,FALSE,Web:http://bioportal.bioontology.org/ontologies/1381 Name:Fahim Imam Email:None,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
bioportal-npo,NanoParticle Ontology,-,,FALSE,"An ontology that represents the basic knowledge of physical, chemical and functional characteristics of nanotechnology as used in cancer diagnosis and therapy.",http://bioportal.bioontology.org/ontologies/1083,FALSE,Web:http://bioportal.bioontology.org/ontologies/1083 Name:Nathan Baker Email:None,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
bioportal-oae,Ontology of Adverse Events (OAE),-,,FALSE,"The Ontology of Adverse Events (OAE) is a biomedical ontology in the domain of adverse events. OAE aims to standardize adverse event annotation, integrate various adverse event data, and support computer-assisted reasoning. AEO is a community-based ontology. Its development follows the OBO Foundry principles.",http://bioportal.bioontology.org/ontologies/1489,FALSE,"Web:http://bioportal.bioontology.org/ontologies/1489 Name:Yongqun ""Oliver"" He Email:None",1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
bioportal-obi,Ontology for Biomedical Investigations,-,,FALSE,"OBI is an ontology of investigations, the protocols and instrumentation used, the material used, the data generated and the types of analysis performed on it. <br><br>
To import,<br>
Latest version (2011-07-20, OBI ICBO 2011 release): <a href=""http://purl.obolibrary.org/obo/obi.owl"">http://purl.obolibrary.org/obo/obi.owl</a><br>
2011-04-20, OBI San Diego 2011 release: <a href=""http://purl.obolibrary.org/obo/obi/2011-04-20/obi.owl"">http://purl.obolibrary.org/obo/obi/2011-04-20/obi.owl</a>
<br>
RC2 2010-10-26: <a href=""http://purl.obolibrary.org/obo/obi/2010-10-26/obi.owl"">http://purl.obolibrary.org/obo/obi/2010-10-26/obi.owl</a><br>
RC1 2009-11-09: <a href=""http://purl.obolibrary.org/obo/obi/2009-11-09/obi.owl"">http://purl.obolibrary.org/obo/obi/2009-11-09/obi.owl</a><br>
<br>
Latest release notes at <a href=""http://purl.obolibrary.org/obo/obi/release-notes.html"">http://purl.obolibrary.org/obo/obi/release-notes.html</a><br>
Please note: The ontology metrics displayed by BioPortal are incorrect as of 5/19/2011. If you need accurate number you will need to compute them on your own, until further notice. In particular these metrics do not distinguish OBI-developed terms versus terms imported from other ontologies, and do not count existing author or definition annotations",http://bioportal.bioontology.org/ontologies/1123,FALSE,Web:http://bioportal.bioontology.org/ontologies/1123 Name:OBI Consortium Email:None,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
bioportal-odgi,Ontology for disease genetic investigation,-,,FALSE,The ontology for the original papers investigating the relations between genetic factors and disease.,http://bioportal.bioontology.org/ontologies/1086,FALSE,Web:http://bioportal.bioontology.org/ontologies/1086 Name:Yu Lin Email:None,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
bioportal-ogi,Ontology for Genetic Interval,-,,FALSE,"An ontology to describe the genetic interval, and the relations between genetic intervals.",http://bioportal.bioontology.org/ontologies/1100,FALSE,Web:http://bioportal.bioontology.org/ontologies/1100 Name:Yu Lin Email:None,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
bioportal-ogms,Ontology for General Medical Science,-,,FALSE,"The Ontology for General Medical Science (OGMS) is based on the papers Toward an Ontological Treatment of Disease and Diagnosis and On Carcinomas and Other Pathological Entities. The ontology attempts to address some of the issues raised at the Workshop on Ontology of Diseases (Dallas, TX) and the Signs, Symptoms, and Findings Workshop(Milan, Italy). OGMS was formerly called the clinical phenotype ontology. Terms from OGMS hang from the Basic Formal Ontology. See http://ontology.buffalo.edu/medo/Disease_and_Diagnosis.pdf",http://bioportal.bioontology.org/ontologies/1414,FALSE,Web:http://bioportal.bioontology.org/ontologies/1414 Name:Albert Goldfain Email:None,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
bioportal-omrse,Ontology of Medically Related Social Entities,-,,https://opendefinition.org/licenses/fal,"This ontology covers the domain of social entities that are related to health care, such as demographic information (social entities for recording gender (but not sex) and marital status, for example) and the roles of various individuals and organizations (patient, hospital,etc.)",http://bioportal.bioontology.org/ontologies/1565,"Name: absent, email: mohammedziakamran@gmail.com",Web:http://bioportal.bioontology.org/ontologies/1565 Name:Bill Hogan Email:mohammedziakamran1998@gmail.com,1,0,1,0.56,1,1,0.76,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.51
bioportal-ontodm,Ontology of Data Mining,-,,FALSE,"OntoDM is a generic ontology for the domain of data mining. The ontology includes the information processing processes that occur in the domain of data mining, participants in the processes and their specifications. OntoDM is highly transferable and extendable due to its adherence to accepted standards, and compliance with existing ontology resources. The generality in scope allows wide number of applications of the ontology, such as semantic annotation of data mining scenarios, ontology based support for QSARs, etc.",http://bioportal.bioontology.org/ontologies/1638,FALSE,Web:http://bioportal.bioontology.org/ontologies/1638 Name:Pance Panov Email:None,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
bioportal-opl,Ontology for Parasite LifeCycle,-,,FALSE,"The Ontology for Parasite LifeCycle (OPL) models the life cycle stage details of various parasites, including Trypanosoma sp., Leishmania major, and Plasmodium sp., etc. In addition to life cycle stages, the ontology also models necessary contextual details, such as host information, vector information, and anatomical location. OPL is based on the Basic Formal Ontology (BFO) and follows the rules set by the OBO Foundry consortium.",http://bioportal.bioontology.org/ontologies/1190,FALSE,Web:http://bioportal.bioontology.org/ontologies/1190 Name:Priti Parikh Email:None,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
bioportal-rcd,"Read Codes, Clinical Terms Version 3 (CTV3)",-,,FALSE,Clinical Terms Version 3 (CTV3) (Read Codes) (Q199): National Health Service National Coding and Classification Centre,http://bioportal.bioontology.org/ontologies/1427,FALSE,Web:http://bioportal.bioontology.org/ontologies/1427 Name:NHS Information Authority Loughborough Email:None,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
bioportal-rid,RadLex,-,,FALSE,"RadLex is a controlled terminology for radiology-a single unified source of radiology terms for radiology practice, education, and research. For license information see : <a href=""http://www.rsna.org/uploadedFiles/RSNA/Content/Informatics/radlex_public_license_version_1-0-1.pdf"">http://www.rsna.org/uploadedFiles/RSNA/Content/Informatics/radlex_public_license_version_1-0-1.pdf</a>",http://bioportal.bioontology.org/ontologies/1057,FALSE,Web:http://bioportal.bioontology.org/ontologies/1057 Name:Radiological Society of North America Email:None,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
