id,KG name,Sparql endpoint,SPARQL endpoint URL,License machine redeable (metadata),Description,Dataset URL,Author (metadata),Sources,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,R1.1 Machine- or human-readable license retrievable via any primary source,R1.2 Publisher information such as authors-contributors-publishers and sources,R1.3-D Data organized in a standardized way,R1.3-M Metadata are described with VoID/DCAT predicates,R score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,FAIR score
abc,SummerOlympics,-,https://dbpedia.org/page/Summer_Olympic_Games,http://www.opendefinition.org/licenses/odc-odbl,This dataset  includes all the summer Olympics medalists from 1896-2014 and information about them,http://www.semanticweb.org/acer/ontologies/2021/11/untitled-ontology-6,"Name: absent, email: i191768@nu.edu.pk",Web:http://www.semanticweb.org/acer/ontologies/2021/11/untitled-ontology-6 Name:Zaid Khan Email:i191688@nu.edu.pk,1,0,1,0.78,1,1,0.8,0.5,1,0,1,0.62,1,1,0,1,0.75,0,1,0,1,0.5,2.67
ineverycrea,"IneveryCREA, la comunidad de la creatividad educativa",-,,http://creativecommons.org/licenses/by-nc/2.0/,"<p>
<a href=""http://ineverycrea.net/"">IneveryCREA (Santillana)</a> is the community of educational creativity for teachers and education professionals to create, develop and share original educational resources in Spain.
</p>
<p>
Santillana is the leading textbook and general-interest publishing group in Spain and Latin America, and the most prestigious publisher of literary works in Spanish. With more than 108 million books sold in 2010, the company has been synonymous with quality, innovation and service to teaching staff since its inception in 1960.
</p>
<p>
IneveryCREA (Santillana) works with <a href=""http://gnoss.com/"">GNOSS software (RIAM Intelearning Lab)</a>. RIAM is a company that develops semantic technology for the creation of specialized networks and linked markets. IneveryCREA offers a selection of 2,554 resources (November 2012). It includes a facet-based search engine and enriched contexts. Both are developments by GNOSS.
</p>

<p>
<a href=""http://ineverycrea.net/"">IneveryCREA (Santillana)</a> es la comunidad de la creatividad educativa para profesores y profesionales de la educación que crean, desarrollan y comparten recursos educativos originales.
</p>
<p> Santillana es el grupo editorial líder en texto escolar y ediciones generales en España y América Latina, y la referencia en el campo de la creación literaria en lengua española. Con más de 108 millones de libros vendidos en el año 2010, es sinónimo de calidad, innovación y servicio al profesorado desde su creación en 1960.</p>
<p>
IneveryCREA (Santillana) trabaja con <a href=""http://gnoss.com/"">software de GNOSS (RIAM Intelearning Lab)</a>. RIAM es una compañía que desarrolla tecnología semántica para la creación de redes especializadas y mercados enlazados. IneveryCREA ofrece en este caso una selección de 2.554 recursos (Noviembre 2012). Incluye un buscador facetado y contextos enriquecidos. Ambos son desarrollos de GNOSS.
</p>",http://ineverycrea.net/,FALSE,Web:http://ineverycrea.net/ Name:GNOSS Team Email:gnoss@gnoss.com,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.8
ineverycrea-argentina,"IneveryCREA Argentina, la comunidad de la creatividad educativa",-,,http://creativecommons.org/licenses/by-nc/2.0/,"<p>
<a href=""http://www.ineverycrea.com.ar/"">IneveryCREA Argentina (Santillana) </a>
is the community of educational creativity for teachers and education professionals to create, develop and share original educational resources in Argentina.
</p>
<p>
Santillana is the leading textbook and general-interest publishing group in Spain and Latin America, and the most prestigious publisher of literary works in Spanish. With more than 108 million books sold in 2010, the company has been synonymous with quality, innovation and service to teaching staff since its inception in 1960.
</p>
<p>
IneveryCREA Argentina (Santillana) works with 
<a href=""http://gnoss.com/"">GNOSS software (RIAM Intelearning Lab)</a>. RIAM is a company that develops semantic technology for the creation of specialized networks and linked markets. IneveryCREA offers a selection of 592 resources (November 2012). It includes a facet-based search engine and enriched contexts. Both are developments by GNOSS.
</p>

<p>
<a href=""http://www.ineverycrea.com.ar/"">IneveryCREA Argentina (Santillana)</a> es la comunidad de la creatividad educativa para profesores y profesionales de la educación que crean, desarrollan y comparten recursos educativos originales en Argentina.
</p>
<p> Santillana es el grupo editorial líder en texto escolar y ediciones generales en España y América Latina, y la referencia en el campo de la creación literaria en lengua española. Con más de 108 millones de libros vendidos en el año 2010, es sinónimo de calidad, innovación y servicio al profesorado desde su creación en 1960.</p>
<p>
IneveryCREA Argentina (Santillana) trabaja con 
<a href=""http://gnoss.com/"">software de GNOSS (RIAM Intelearning Lab)</a>. RIAM es una compañía que desarrolla tecnología semántica para la creación de redes especializadas y mercados enlazados. IneveryCREA ofrece en este caso una selección de 592 recursos (Noviembre 2012). Incluye un buscador facetado y contextos enriquecidos. Ambos son desarrollos de GNOSS.
</p>",http://ineverycrea.net/en/community/ineverycreaargentina,FALSE,Web:http://ineverycrea.net/en/community/ineverycreaargentina Name:GNOSS Team Email:gnoss@gnoss.com,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.3
ASCDC-Qing-Secret-Societies,Dataset of the Qing Secret Societies (Sect of the Shifokou Wangs' Clan),-,,http://www.opendefinition.org/licenses/cc-zero,"The LOD dataset of ASCDC_Database of the Qing Secret Societies (Sect of the Shifokou Wangs' Clan) is created by the Academia Sinica Center for Digital Cultures (ASCDC) and based on the research project of the “The Secret Societies in Qing Dynasty” (清代檔案與數位人文研究──以官方查辦民間教門為核心). From 2022 to 2025, this project is funded by the National Science and Technology Council in Taiwan (NSTC 112-2423-H-001-002). The dataset is established and maintained by ASCDC at Academia Sinica in Taipei, Taiwan (ROC). The data includes the archives, persons, religious sects, sect events and place names related to the Chinese secret societies in the Jiaqing era (1796-1820), which can be served as authority files or controlled vocabularies for the study of the Chinese history. In particular, the data triples of the sect event of the Shifokou Wang’s Clan (石佛口王姓教案) will be focused in this dataset. Containing 8,810 data triples, the textual content within the LOD dataset is licensed under the Creative Commons Attribution (CC BY).",https://www1.ihp.sinica.edu.tw/en/Fellows/Shu-Jiun_Chen,"Name: absent, email: luluyen1210@gmail.com","Web:https://www1.ihp.sinica.edu.tw/en/Fellows/Shu-Jiun_Chen Name:Dr. Shu-Jiun Sophy Chen (Academia Sinica Center for Digital Cultures, Taiwan R.O.C.) Email:sophy@sinica.edu.tw",1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.8
ASCDC-DQOT,Database of Qing Official Titles (DQOT),Restricted access to the endpoint,,http://www.opendefinition.org/licenses/cc-zero,"The LOD dataset of ASCDC_Database of Qing Official Titles (DQOT) was created by the Academia Sinica Center for Digital Cultures (ASCDC) and based on the metadata from the online “Database of Qing Official Titles” (清代職官資料庫, https://newarchive.ihp.sinica.edu.tw/officerc/officerkm2?@@0.21081762485249556), which was established and maintained by the Institute of History and Philology, Academia Sinica, Taipei, Taiwan (ROC). The data includes titles of the official positions in the Qing dynasty (1644-1911) and their detailed information, which can serve as authority files or controlled vocabularies for official positions in the study of Chinese history. Containing 6,846 data records and 164,733 triples, the textual content within the LOD dataset is licensed under the Creative Commons Attribution (CC BY).",https://data.ascdc.tw/en/data.php,"Name: absent, email: luluyen1210@gmail.com","Web:https://data.ascdc.tw/en/data.php Name:Dr. Shu-Jiun Sophy Chen (Academia Sinica Center for Digital Cultures, Taiwan R.O.C.) Email:sophy@gate.sinica.edu.tw",1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.53
ASCDC_-_DNB,Database of Names and Biographies (DNB),Restricted access to the endpoint,,http://www.opendefinition.org/licenses/cc-zero,"The LOD dataset of ASCDC_Database of Names and Biographies (DNB) was created by the Academia Sinica Center for Digital Cultures (ASCDC) and based on the metadata from the online “Database of Names and Biographies” (人名權威人物傳記資料庫, http://archive.ihp.sinica.edu.tw/ttsweb/html_name/), which was established and maintained by the Institute of History and Philology, Academia Sinica, Taipei, Taiwan (ROC). The data includes the names of Chinese historical persons, mostly from the Ming to Qing dynasty, and their biographical information, which can serve as authority files or controlled vocabularies for names in the study of Chinese history. Containing 35,251 data records and 2,819,864 triples, the textual content within the LOD dataset is licensed under the Creative Commons Attribution (CC BY).",https://data.ascdc.tw/en/data.php,"Name: absent, email: abigailcano4824@gmail.com","Web:https://data.ascdc.tw/en/data.php Name:Dr. Shu-Jiun Sophy Chen (Academia Sinica Center for Digital Cultures, Taiwan R.O.C.) Email:sophy@gate.sinica.edu.tw",1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.53
green-competitiveness-gnoss,Green Competitiveness (GNOSS),-,,http://creativecommons.org/licenses/by-nc/2.0/,"<p>
The competitiveness and the green economy should be a collective idea of organizing industrial production and, therefore, a business space, not a thought exercise or a radical practice.
<a href=""http://red.gnoss.com/en/community/greencompetitiveness"">Green Competitiveness</a>
is a global knowledge network designed to share content and opinion about the opportunities for economic growth and social well-being related to the promotion and growth of the green economy.
</p>
<p>
Green Competitiveness works with 
<a href=""http://gnoss.com/"">GNOSS software (RIAM Intelearning Lab)</a>
. RIAM is a company that develops semantic technology for the creation of specialized networks and linked markets. Green Competitiveness offers a selection of 189 resources (November 2012). It includes facet-based searches and enriched contexts. Both are developments by GNOSS.
</p>
<p>
<br>
La competitividad y economía verdes deberían llegar a ser un idea colectiva organizadora de la producción industrial y, por tanto, un espacio de negocios y no un ejercicio de pensamiento en los márgenes o una práctica radical. La comunidad
<a href=""http://red.gnoss.com/comunidad/greencompetitiveness"">Green Competitiveness</a>
tiene como objetivo mostrar las oportunidades de crecimiento económico y bienestar social relacionados con la promoción y el crecimiento de la economía verde.
</p>
<p>
Green Competitiveness trabaja con software de 
<a href=""http://gnoss.com/"">GNOSS software (RIAM Intelearning Lab)</a>
. RIAM es una compañía que desarrolla tecnología semántica para la creación de redes especializadas y mercados enlazados. NextWeb ofrece en este caso una selección de 189 recursos (Noviembre 2012). Incluye un buscador facetado y contextos enriquecidos. Ambos son desarrollos de GNOSS.
</p>",http://red.gnoss.com/en/community/greencompetitiveness,FALSE,Web:http://red.gnoss.com/en/community/greencompetitiveness Name:GNOSS Team Email:gnoss@gnoss.com,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.8
aegp-spanish-textile-and-clothing-association,"AEGP, Spanish Textile and Clothing Association",-,,http://creativecommons.org/licenses/by-nc/2.0/,"<p>
Semantic catalog of the <a href=""http://www.agrupaciontextil.org/"">Spanish Textile and Clothing Association (AEGP) companies</a>. AEGP is a voluntary professional national association that promotes the competitiveness of its companies through the promotion, defense and representation of their professional, economic and work interests. It offers specialized services that enhance their position in the environment. The catalog includes 2,500 textile and clothing companies.
</p>
<p>
AEGP works with <a href=""http://gnoss.com/"">GNOSS software (RIAM Intelearning Lab)</a>. RIAM is a company that develops semantic technology for the creation of specialized networks and linked markets. The project includes a faceted-based search engine and enriched contexts. Both are developments by GNOSS.
</p>

<p>
Catálogo semántico de las empresas de la <a href=""http://www.agrupaciontextil.org/"">Agrupación Española del Género de Punto (AEGP)</a>. AEGP es una asociación profesional voluntaria de ámbito estatal cuyo objetivo es impulsar la competitividad de las empresas asociadas, a través del fomento, la defensa y la representación de sus intereses laborales, profesionales y económicos y, mediante una oferta de servicios especializados que les permitan mejorar su posición en el entorno. El catálogo recoge 2500 empresas del sector.
</p>
<p>
AEGP trabaja con <a href=""http://gnoss.com/"">software de GNOSS (RIAM Intelearning Lab)</a>. RIAM es una compañía que desarrolla tecnología semántica para la creación de redes especializadas y mercados enlazados. El proyecto incluye un buscador facetado y contextos enriquecidos.
</p>",http://red.gnoss.com/comunidad/buscaempresas,FALSE,Web:http://red.gnoss.com/comunidad/buscaempresas Name:GNOSS Team Email:gnoss@gnoss.com,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.8
rism,Répertoire International des Sources Musicales - RISM,Available,http://data.rism.info/sparql,http://www.opendefinition.org/licenses/cc-by,"Répertoire International des Sources Musicales (RISM) is an international, non-profit organization with the aim of comprehensively documenting extant musical sources anywhere in the world. 

The dataset offered here contains over 870,000 records, mostly for music manuscripts. These records hand down the works of some 27,000 composers, whose sources are preserved in the libraries and archives of 36 countries.",absent,FALSE,Web:absent Name:RISM Email:magda.gerritsen@bsb-muenchen.de,1,1,1,0.78,1,1,0.96,1,1,1,1,1,1,1,0,1,0.75,0,1,0,1,0.5,3.21
cpv-2008,CPV 2008,-,http://purl.org/weso/sparql,http://www.opendefinition.org/licenses/odc-odbl,"The Common Procurement Vocabulary (CPV) establishes a single classification system for public procurement aimed at standardising the references used by contracting authorities and entities to describe the subject of procurement contracts.

The dataset created is comprised of CPV 2008 and CPV 2003 codes and the mappings between them. 

Authors:

Authors:

Jose María Alvarez Rodríguez & Jose Emilio Labra Gayo 

WESO-University of Oviedo",http://www.josemalvarez.es/web/2011/11/16/product-scheme-classifications/,FALSE,Web:http://www.josemalvarez.es/web/2011/11/16/product-scheme-classifications/ Name:Jose María Alvarez Rodríguez at WESO (University of Oviedo) Email:josem.alvarez@weso.es,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.55
naics-2012,NAICS 2012,-,http://purl.org/weso/sparql,http://www.opendefinition.org/licenses/odc-odbl,"The North American Industry Classification System (NAICS) is the standard used by Federal statistical agencies in classifying business establishments for the purpose of collecting, analyzing, and publishing statistical data related to the U.S. business economy.

Authors of the linked data version:

-Jose María Alvarez Rodríguez & Jose Emilio Labra Gayo

WESO-University of Oviedo",http://www.josemalvarez.es/web/2011/11/16/product-scheme-classifications/,FALSE,Web:http://www.josemalvarez.es/web/2011/11/16/product-scheme-classifications/ Name:Jose María Alvarez Rodríguez at WESO (University of Oviedo) Email:josem.alvarez@weso.es,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.55
openlinksw-dataspaces,openlinksw dataspaces,-,,FALSE,Open Dataspaces hosted at openlinksw.com,absent,FALSE,Web:absent Name: Email:,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,0,0,1,0.25,0,1,0,1,0.5,1.99
semanlink,semanlink,-,,FALSE,,absent,FALSE,Web:absent Name:None Email:None,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
apache,apache,-,,http://www.opendefinition.org/licenses/cc-by,,absent,FALSE,Web:absent Name: Email:,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,1,0,0,1,0.5,0,1,0,1,0.5,2.53
