id,KG name,Sparql endpoint,SPARQL endpoint URL,License machine redeable (metadata),Description,Dataset URL,Author (metadata),Sources,F1-M Unique and persistent ID,F1-D URIs dereferenceability,F2a-M - Metadata availability via standard primary sources,F2b-M Metadata availability for all the attributes covered in the FAIR score computation,F3-M Data referrable via a DOI,F4-M Metadata registered in a searchable engine,F score,A1-D Working access point(s),A1-M Metadata availability via working primary sources,A1.2 Authentication & HTTPS support,A2-M Registered in search engines,A score,R1.1 Machine- or human-readable license retrievable via any primary source,R1.2 Publisher information such as authors-contributors-publishers and sources,R1.3-D Data organized in a standardized way,R1.3-M Metadata are described with VoID/DCAT predicates,R score,I1-D Standard & open representation format,I1-M Metadata are described with VoID/DCAT predicates,I2 Use of FAIR vocabularies,I3-D Degree of connection,I score,FAIR score
opendatacommunities-homelessness-households-accommodated-temporary-housing-types,opendatacommunities-homelessness-households-accommodated-temporary-housing-types,-,,FALSE,,absent,FALSE,Web:absent Name:None Email:None,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
english-index-of-multiple-deprivation-ranking-2010,English Index of Multiple Deprivation Ranking 2010,Available,http://opendatacommunities.org/sparql,http://reference.data.gov.uk/id/open-government-licence,"This dataset contains the main Index of Multiple Deprivation rankings for 2010.  The regions (Lower Super Output Areas) are ordered according to their IMD score, with a rank of 1 indicating the most deprived.

It was created from data provided by the Department of Communities and Local Government. See <a href=""http://www.communities.gov.uk/publications/corporate/statistics/indices2010"">here</a> for details.

194892 triples.",http://opendatacommunities.org/data/imd-rank-2010,FALSE,Web:http://opendatacommunities.org/data/imd-rank-2010 Name:Bill Roberts Email:bill@swirrl.com,1,0,1,0.89,1,1,0.82,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.75,3.57
odc-lsoa,Open Data Communities - Lower layer Super Output Areas,Available,http://opendatacommunities.org/sparql,http://reference.data.gov.uk/id/open-government-licence,"This dataset describes the 'Lower layer Super Output Areas' used by the Office for National Statistics for many of its statistical outputs. 

Example resource:
http://opendatacommunities.org/id/geography/lsoa/E01000001

Download
http://opendatacommunities-downloads.s3.amazonaws.com/lsoa.ttl.zip",http://opendatacommunities.org/datasets/geography,FALSE,Web:http://opendatacommunities.org/datasets/geography Name:http://www.ons.gov.uk Email:,1,0,1,0.89,1,1,0.82,1,1,1,1,1,1,1,0,1,0.75,0,1,0,1,0.5,3.07
uk-legislation-api,UK Legislation,-,,http://reference.data.gov.uk/id/open-government-licence,"API access to UK primary and secondary legislation. The API provides access to legislation from the UK Statute Law Database and the OPSI website in HTML, XML and RDF formats. The data is not available for download as an entire set. See the documentation in the developer zone for further details.",http://www.legislation.gov.uk/,FALSE,Web:http://www.legislation.gov.uk/ Name:The National Archives Email:legislation@nationalarchives.gsi.gov.uk,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.8
fu-berlin-eurostat,Eurostat in RDF (FU Berlin),-,http://www4.wiwiss.fu-berlin.de/eurostat/sparql,FALSE,"This dataset contains several statistical indicators for European countries and NUTS Level-2 Regions (NUTS: Nomenclature of Territorial Units for Statistics). Most statistical data are time series, therefore only the latest availabe value is provided here.

### Issues

Date of extraction: 06-14-2007; hence this dataset is seriously outdated.

links:ontologycentral-eurostat: 424",http://www4.wiwiss.fu-berlin.de/eurostat/,FALSE,Web:http://www4.wiwiss.fu-berlin.de/eurostat/ Name:Christian Bizer Email:chris@bizer.de,1,0,1,0.56,1,1,0.76,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.26
eurostat-rdf,Eurostat RDF datasets,-,,http://www.opendefinition.org/licenses/cc-by,"Three RDF datasets:

* Eurostat country codes
* Eurostat NUTS statistical regions (2008)
* Database of Eurostat-related legal acts

Each is available as an RDF dump. URIs resolve directly into the RDF dump. The country codes are linked to Geonames, to package:fu-berlin-eurostat, and to Telegraphis (40 links each).",http://ec.europa.eu/eurostat/ramon/rdfdata/,FALSE,Web:http://ec.europa.eu/eurostat/ramon/rdfdata/ Name:Søren Roug (EAA) Email:,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.53
cipfa,CIPFA,-,,FALSE,Chartered Institute of Public Finance and Accountancy,http://www.cipfa.org.uk,FALSE,Web:http://www.cipfa.org.uk Name: Email:,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
cz-cenia-irz-chemicals,Chemicals reported to the Integrated register of pollution,offline,http://linked.opendata.cz/sparql,http://www.opendefinition.org/licenses/cc-zero,Information about chemicals reported to the Integrated register of pollution and methods of their measurement,http://linked.opendata.cz/resource/dataset/cenia-irz-chemicals,FALSE,Web:http://linked.opendata.cz/resource/dataset/cenia-irz-chemicals Name:Jakub Klímek Email:klimek@opendata.cz,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.55
cz-cenia-pollution,Integrated pollution registry,offline,http://linked.opendata.cz/sparql,http://www.opendefinition.org/licenses/cc-zero,Data about business entities that pollute the environment.,http://linked.opendata.cz/resource/dataset/cenia.cz/irz,FALSE,Web:http://linked.opendata.cz/resource/dataset/cenia.cz/irz Name:Jakub Klímek Email:klimek@opendata.cz,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.55
opendatacommunities-homelessness-acceptances-per-1000,opendatacommunities-homelessness-acceptances-per-1000,-,,FALSE,,absent,FALSE,Web:absent Name:None Email:None,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
cz-czso-job-applicants-and-unemployment-rate,Job applicants and unemployment rate in regions of Czech Republic,offline,http://linked.opendata.cz/sparql,http://www.opendefinition.org/licenses/cc-zero,Data cube containing statistical data about job applicants and unemployment rate  in regions of Czech Republic according to Czech Statistical Office.,http://data.czso.cz/resource/dataset/job-applicants-and-unemployment-rate,FALSE,Web:http://data.czso.cz/resource/dataset/job-applicants-and-unemployment-rate Name:Martin Nečaský Email:necasky@opendata.cz,1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.32
cz-ruian,"Registry of territorial identification, addresses and real estate of the Czech Republic",Available,https://ruian.linked.opendata.cz/sparql,FALSE,"Dataset contains linked data version of the registry of territorial identification, addresses and real estate of the Czech Republic",https://ruian.linked.opendata.cz/zdroj/datová-sada/rúian,FALSE,Web:https://ruian.linked.opendata.cz/zdroj/datová-sada/rúian Name:Opendata.cz Email:klimek@opendata.cz,1,0.8532,1,0.89,1,1,0.96,1,1,1,1,1,1,1,0,1,0.75,0,1,0,1,0.5,3.21
data-gov-uk-time-intervals,data.gov.uk Time Intervals,-,,FALSE,"Linked data for every time interval and instant into the past and future, from years down to seconds. This is an infinite set of linked data. It includes government years and properly handles the transition to the Gregorian calendar within the UK.

Part of package:reference-data-gov-uk",http://www.epimorphics.com/web/wiki/using-interval-set-uris-statistical-data,FALSE,Web:http://www.epimorphics.com/web/wiki/using-interval-set-uris-statistical-data Name:Stuart Williams (Epimorphics Ltd) Email:,1,0,1,0.56,1,1,0.76,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.26
education-data-gov-uk,education.data.gov.uk,offline,http://services.data.gov.uk/education/sparql,FALSE,"Linked data about schools, nurseries and universities within the UK:

* [Namespace for research institutionhttp://education.data.gov.uk/doc/institutions](http://education.data.gov.uk/doc/institution); populated with institutions that recently received BIS research funding
* Edubase data on schools, nurseries
* 2009 school statistics on local authority level: number of teachers; vacancies; pupil-teacher ratios (SCOVO)

Part of package:data-gov-uk.

### REST API

The Edubase data is also available [through a REST API](http://education.data.gov.uk/doc/school). See also [Jeni Tennison's blog post](http://data.gov.uk/blog/guest-post-developers-guide-linked-data-apis-jeni-tennison).",http://education.data.gov.uk/,FALSE,Web:http://education.data.gov.uk/ Name:UK Government Email:,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,0,1,1,1,0.75,1,1,0,1,0.75,3.05
research-data-gov-uk,research.data.gov.uk,-,http://services.data.gov.uk/research/sparql,FALSE,"Research-related data from data.gov.uk:

* [Namespace for research projects](http://research.data.gov.uk/doc/project)
* Engineering and Physical Sciences Research Council (EPSRC) funded projects
* Medical Research Council (MRC) funded projects
* Technology Strategy Board (TSB) funded projects
* Grant schemes
* People associated with projects

The data is from the BIS dataset.

Part of package:data-gov-uk",http://research.data.gov.uk/,FALSE,Web:http://research.data.gov.uk/ Name:Data.gov.uk Team Email:team@data.gov.uk,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
government-web-integration-for-linked-data,GovWILD - Government Web Integration for Linked Data,-,http://govwild.org/sparql,http://www.opendefinition.org/licenses/cc-by-sa,"GovWILD integrates Open Government Data about politicians, parties, government agencies, funds, companies, and industrial leaders into a clean and consistent data set. This interlinked data is visualized on a Web interface to be explored by citizens and is available for download and further analysis. It can be used to uncover hidden connections between individuals in government and industry, to aggregate financial data, and to deep-dive into the network of politics and industry.",http://govwild.hpi-web.de/project/govwild-sources.html,FALSE,Web:http://govwild.hpi-web.de/project/govwild-sources.html Name:GovWild.org Email:team@govwild.org,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,1,1,1,1,1,0,1,0.75,3.05
opendatacommunities-wellbeing-lsoa-happy-yesterday-mean,opendatacommunities-wellbeing-lsoa-happy-yesterday-mean,-,,FALSE,,absent,FALSE,Web:absent Name:None Email:None,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
transport-data-gov-uk,transport.data.gov.uk,offline,http://services.data.gov.uk/transport/sparql,FALSE,"Transport-related linked data from data.gov.uk.

* Namespace for roads
* Namespace for stations
* Namespace for airports
* Road traffic statistics (SCOVO)",http://transport.data.gov.uk/,FALSE,Web:http://transport.data.gov.uk/ Name:data.gov.uk Email:,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,0,1,1,1,0.75,1,1,0,1,0.75,3.05
opendatacommunities-transparency-impact-indicators-households-in-temporary-accommodation,opendatacommunities-transparency-impact-indicators-households-in-temporary-accommodation,-,,FALSE,,absent,FALSE,Web:absent Name:None Email:None,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
london-gazette,The London Gazette - Gazettes Data,-,http://api.talis.com/stores/datagovuk/services/sparql,FALSE,"## About

From website:

> The London Gazette, Official Newspaper of Record for the United Kingdom plays a major role in the information infrastructure for government, with 175,000 notices published in 2007.

> A wide range of notices, the majority of which are mandatory by law appear in the following broad categories (bold = very high numbers of notices): State, Parliament, Ecclesiastical, Public Finance, Transport, Planning, Health, Environment, Water, Agriculture & Fisheries, Energy, Post & Telecom., Other Notices, Competition, Corporate Insolvency, Personal Insolvency, Companies & Financial Regulation, Partnerships, Societies Regulation, Personal Legal.

> Plans are in place to further upgrade the tagging but any change in mark up for the London Gazette (and sister newspapers the Edinburgh and Belfast Gazettes) will be backwards compatible. Different types of notice presently have very different degrees of mark up.

> The quality of the information in the London Gazette is excellent. Content is published primarily on behalf of solicitors, government, insolvency practitioners and other known stakeholders. Accuracy is absolutely key.

> Data can be made available on an ongoing basis in XML, Excel and other formats. RDFa will launch shortly for some categories.

> The two files on this web page enable you to explore the content:

> 1. An XML file of all published notices from mid February 2007 to end May 2008.
> 2. A list and order of notice types.

## Format

XML

## Re-use

Website says ""Please treat the data as Crown Copyright.""",http://www.london-gazette.co.uk/mashup/gazettesdata.htm,FALSE,Web:http://www.london-gazette.co.uk/mashup/gazettesdata.htm Name: Email:london.gazette@tso.co.uk,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.28
opendatacommunities-imd-rank-2010,opendatacommunities-imd-rank-2010,-,,FALSE,,absent,FALSE,Web:absent Name:None Email:None,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
opendatacommunities-societal-wellbeing-deprivation-imd-rank-2010,opendatacommunities-societal-wellbeing-deprivation-imd-rank-2010,-,,FALSE,,absent,FALSE,Web:absent Name:None Email:None,1,0,1,0.67,1,1,0.78,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.53
opendatascotland-simd-crime-rank,opendatascotland-simd-crime-rank,-,,FALSE,,absent,FALSE,Web:absent Name:None Email:None,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
gemet,GEneral Multilingual Environmental Thesaurus,-,http://cr3.eionet.europa.eu/sparql,http://www.opendefinition.org/licenses/cc-by,"### About

A thesaurus in 20+ languages for terms related to the environment and environmental data. Published by the European Environment Agency.

Available in RDF without reuse constraints. 

### Openness

 No explicit information found.",http://www.eionet.europa.eu/gemet/,FALSE,Web:http://www.eionet.europa.eu/gemet/ Name:European Environment Agency Email:gemet@eea.europa.eu,1,0,1,0.89,1,1,0.82,1,1,0,1,0.75,1,1,1,1,1,1,1,0,1,0.75,3.32
umthes,UMTHES,-,,http://www.opendefinition.org/licenses/cc-by,"A German-centric thesaurus about environmental protection, maintained by the Federal Environment Agency, Germany. Includes English translations of most terms.",https://sns.uba.de/umthes/,"Name: absent, email: ma.jansing@gmail.com",Web:https://sns.uba.de/umthes/ Name:Barbara Fock Email:barbara.fock@uba.de,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,1,1,0,1,0.75,0,1,0,1,0.5,2.8
cz-ctia-focus,Focus of the Czech Trade Inspection Authority's inspections,offline,http://linked.opendata.cz/sparql,FALSE,Focus of the Czech Trade Inspection Authority's inspections,http://linked.opendata.cz/resource/dataset/coi.cz/zamereni,FALSE,Web:http://linked.opendata.cz/resource/dataset/coi.cz/zamereni Name: Email:,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,1,1,0.75,1,1,0,1,0.75,2.78
cz-ctia-inspections,Inspections of the Czech Trade Inspection Authority,offline,http://linked.opendata.cz/sparql,FALSE,Basic information about inspections of the Czech Trade Inspection Authority,http://linked.opendata.cz/resource/dataset/coi.cz/kontroly,FALSE,Web:http://linked.opendata.cz/resource/dataset/coi.cz/kontroly Name: Email:,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,0,1,1,1,0.75,1,1,0,1,0.75,2.78
cz-czso-regions,Structure of regions of Czech Republic according to Czech Statistical Office,offline,http://linked.opendata.cz/sparql,http://www.opendefinition.org/licenses/cc-zero,Structure of regions of Czech Republic according to Czech Statistical Office on 1.1.2015,http://data.czso.cz/resource/dataset/regions,FALSE,Web:http://data.czso.cz/resource/dataset/regions Name:Martin Nečaský Email:necasky@opendata.cz,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.55
cz-ovm-agendas,Agendas of institutions of public power of the Czech Republic,offline,http://linked.opendata.cz/sparql,http://www.opendefinition.org/licenses/cc-by,Agendas of institutions of public power,http://linked.opendata.cz/resource/dataset/seznam.gov.cz/agendy,FALSE,Web:http://linked.opendata.cz/resource/dataset/seznam.gov.cz/agendy Name: Email:,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.55
cz-ovm,Institutions of public power of the Czech Republic,Available,https://linked.opendata.cz/sparql,FALSE,This dataset contains detailed information about every institution of public power in the Czech Republic,https://linked.opendata.cz/zdroj/datová-sada/ovm,FALSE,Web:https://linked.opendata.cz/zdroj/datová-sada/ovm Name:Ministerstvo vnitra České republiky Email:klimek@opendata.cz,1,0.096,1,1,1,1,0.85,1,1,1,1,1,1,1,1,1,1,1,1,0.529411765,1,0.88,3.73
ocd,Italian Chamber of Deputies - official dataset,Available,http://dati.camera.it/sparql,http://www.opendefinition.org/licenses/cc-by,"**dati.camera.it - Linked Open Data della Camera dei deputati**  
 A complete catalogue of digital data and documents of all legislatures, from I legislature of the Kingdom of Sardinia (1848) to the current legislature of the Republic.

* Biographical data of persons
* Deputies
* Parliamentary Mandates
* Parliamentary Bodies of the Chamber
* Parliamentary Groups
* Draft Bills
* Acts of direction and control
* Verbatim reports
* Reports of the Councils and Committees
* Votes",absent,FALSE,Web:absent Name:Italian Chamber of Deputies Email:assistenza-dati@camera.it,1,0,1,0.89,1,1,0.82,1,1,1,1,1,1,1,0,1,0.75,0,1,0,1,0.5,3.07
opendatacommunities-impact-indicators-energy-efficiency-new-builds,opendatacommunities-impact-indicators-energy-efficiency-new-builds,-,,FALSE,,absent,FALSE,Web:absent Name:None Email:None,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
prelex,PreLex,-,http://prelex.publicdata.eu/sparql,FALSE,"PreLex provides access to documents regarding inter-institutional law of the European Union. The original website provides only access to the documents via search, whereas the extracted data also contains metadata for better filtering and querying possibilities. The data that was published as Linked Data in this task was not extracted from the original source, but from an already existing API for European Union legislation. If you want to browse the data, please use the links in the ""navigation box"" on the left side. Furthermore, it is possible to create your own SPARQL queries for obtaining lists of combined information.
This dataset (http://prelex.publicdata.eu/) was triplified and published by the research group AKSW (Agile Knowledge Engineering and Semantic Web). For further information about AKSW please visit our website.",http://prelex.publicdata.eu/,FALSE,Web:http://prelex.publicdata.eu/ Name:Philipp Frischmuth Email:frischmuth@informatik.uni-leipzig.de,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,0,1,0,1,0.5,0,1,0,1,0.5,2.55
environment-agency-bathing-water-quality,Environment Agency Bathing Water Quality,Available,http://environment.data.gov.uk/sparql/bwq/query,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cz-ic,Czech Business Entity identification numbers and names,offline,https://nkod.opendata.cz/sparql,FALSE,File with all Czech business entity names and their identification numbers,https://linked.opendata.cz/zdroj/datová-sada/seznam-ič,FALSE,Web:https://linked.opendata.cz/zdroj/datová-sada/seznam-ič Name:Ministerstvo financí České republiky Email:klimek@opendata.cz,1,0,1,0.78,1,1,0.8,1,1,0,1,0.75,0,1,1,1,0.75,1,1,0,1,0.75,3.05
opendatascotland-simd-health-rank,opendatascotland-simd-health-rank,-,,FALSE,,absent,FALSE,Web:absent Name:None Email:None,1,0,1,0.44,1,1,0.74,0,1,0,1,0.5,0,1,0,1,0.5,0,1,0,1,0.5,2.24
enakting-mortality,EnAKTing Mortality Dataset,-,,http://www.opendefinition.org/licenses/cc-by,"UK's Mortality data per region for the year 2008/09, delivered by the UK Home Office.

Provenance of this dataset:
http://www.statistics.gov.uk/downloads/theme_population/Table_3_Deaths_Area_Local_Authority.xls",http://mortality.psi.enakting.org/,FALSE,Web:http://mortality.psi.enakting.org/ Name:Tope Omitola Email:t.omitola@ecs.soton.ac.uk,1,0,1,0.67,1,1,0.78,0,1,0,1,0.5,1,1,0,1,0.75,0,1,0,1,0.5,2.53
public-spending-in-greece,Public Spending in Greece,offline,http://publicspending.medialab.ntua.gr/sparql,http://www.opendefinition.org/licenses/odc-odbl,"The “publingspending” initiative is a free, open, neutral and objective web application. It aims to provide efficient visualizations along with research data of the Hellenic public expenditure.",http://publicspending.medialab.ntua.gr/en/index.php,FALSE,Web:http://publicspending.medialab.ntua.gr/en/index.php Name:Marios Meimaris Email:m.meimaris@gmail.com,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,1,1,1,1,1,0,1,0.75,3.05
imf-linked-data,International Monetary Fund (IMF) Linked Data,offline,http://imf.270a.info/sparql,http://www.opendefinition.org/licenses/cc-zero,IMF data and metadata,absent,FALSE,Web:absent Name:Sarven Capadisli Email:info@csarven.ca,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,1,1,1,1,1,0,1,0.75,3.05
bfs-linked-data,Bundesamt für Statistik (BFS) - Swiss Federal Statistical Office (FSO) Linked Data,-,http://bfs.270a.info/sparql,http://www.opendefinition.org/licenses/cc-zero,Bundesamt für Statistik - Swiss Federal Statistical Office data. Currently contains only the classifications.,http://bfs.270a.info/,FALSE,Web:http://bfs.270a.info/ Name:Sarven Capadisli Email:info@csarven.ca,1,0,1,0.78,1,1,0.8,0,1,0,1,0.5,1,1,1,1,1,1,1,0,1,0.75,3.05
